normalized_term,source_count,source_secid,source_name,term,definition,source_anchor
hash function,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,hash function,"A function that maps a bit string of arbitrary length to a fixed length bit string. Approved hash functions satisfy the following properties: 1. (One-way) It is computationally infeasible to find any input that maps to any pre-specified output, and 2. (Collision resistant) It is computationally infeasible to find any two distinct inputs that map to the same output.",https://csrc.nist.gov/glossary/term/hash_function
hash value,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,hash value,"(D) Synonym for ""hash result"".

Deprecated Term: IDOCs SHOULD NOT use this term for the output of
a hash function; the term could easily be confused with ""hashed
value"", which means the input to a hash function. (See: hash code,
hash result, message digest.)",rfc4949-section-4-hash-value
hash value,2,secid:reference/cisa.gov/niccs-glossary,NICCS Cybersecurity Glossary (CISA),hash value,A numeric value resulting from applying a mathematical algorithm against a set of data such as a file.,https://niccs.cisa.gov/resources/glossary#letter-h
high availability,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,High Availability,A failover feature to ensure availability during device or component interruptions.,https://csrc.nist.gov/glossary/term/high_availability
high availability,2,secid:reference/virginia.gov/cov-it-glossary,COV IT Glossary (Virginia),High Availability,"A requirement that the information system is continuously available, has a low threshold for down time, or both.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/h/#1049312
hipaa,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,HIPAA,"(N) Health Information Portability and Accountability Act of 1996,
a U.S. law (Public Law 104-191) that is intended to protect the
privacy of patients' medical records and other health information
in all forms, and mandates security for that information,
including for its electronic storage and transmission.",rfc4949-section-4-hipaa
hipaa,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,HIPAA,A federal statute that called on the federal Department of Health and Human Services to establish regulatory standards to protect the privacy and security of individually identifiable health information.,https://csrc.nist.gov/glossary/term/hipaa
hipaa,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,HIPAA,the primary law in the United States that governs the privacy of healthcare information,https://csrc.nist.gov/glossary/term/hipaa
hot site,2,secid:reference/ca.gov/sam-5300-definitions,California SAM 5300 Technical Definitions (CDT),Hot Site,"An alternate facility that already has in place the computer, telecommunications, and environmental infrastructure required to recover critical business functions or information systems. Related Terms: Alternate Site, Cold Site, Warm Site",https://www.cdt.ca.gov/security/technical-definitions/#H
hot site,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,hot site,"A fully operational offsite data processing facility equipped with hardware and software, to be used in the event of an information system disruption.",https://csrc.nist.gov/glossary/term/hot_site
hybrid cloud,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Hybrid cloud,"The cloud infrastructure is a composition of two or more distinct cloud infrastructures (private, community, or public) that remain unique entities, but are bound together by standardized or proprietary technology that enables data and application portability (e.g., cloud bursting for load balancing between clouds).",https://csrc.nist.gov/glossary/term/hybrid_cloud
hybrid cloud,2,secid:reference/virginia.gov/cov-it-glossary,COV IT Glossary (Virginia),Hybrid cloud,"The cloud infrastructure is a composition of two or more distinct cloud infrastructures (private, community, or public) that remain unique entities, but are bound together by standardized or proprietary technology that enables data and application portability (e.g., cloud bursting for load balancing between clouds). The COV hybrid cloud will consist of at least one private cloud, more than one public (utility) cloud, more than one community (gov/FedRAMP) cloud, and integration between these cloud hosting services.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/h/#1049475
hypertext,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,hypertext,"(I) A computer document, or part of a document, that contains
hyperlinks to other documents; i.e., text that contains active
pointers to other text. Usually written in HTML and accessed using
a web browser. (See: hypermedia.)",rfc4949-section-4-hypertext
hypertext,2,secid:reference/virginia.gov/cov-it-glossary,COV IT Glossary (Virginia),Hypertext,Hypertext is text that contains links to other text.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/h/#1049494
hypertext markup language (html,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,Hypertext Markup Language (HTML),"(I) A platform-independent system of syntax and semantics (RFC
1866) for adding characters to data files (particularly text
files) to represent the data's structure and to point to related
data, thus creating hypertext for use in the World Wide Web and
other applications. (Compare: XML.)",rfc4949-section-4-hypertext-markup-language-html
hypertext markup language (html,2,secid:reference/virginia.gov/cov-it-glossary,COV IT Glossary (Virginia),HyperText Markup Language (HTML),The standard markup language for documents designed to be displayed in a web browser. A subset of SGML - a W3C standard for formatting Web pages.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/h/#1049511
hypertext transfer protocol secure (https,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Hypertext Transfer Protocol Secure (HTTPS),HTTP transmitted over TLS.,https://csrc.nist.gov/glossary/term/hypertext_transfer_protocol_secure
hypertext transfer protocol secure (https,2,secid:reference/virginia.gov/cov-it-glossary,COV IT Glossary (Virginia),Hypertext Transfer Protocol Secure (HTTPS),An extension of HTTP which uses encryption for secure communication over a computer network.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/h/#1049547
iaas,2,secid:reference/enisa.europa.eu/enisa-glossary,ENISA Glossary of Terms,IaaS,"Infrastructure as a Service. In Cloud computing, IaaS incorporates the capability to abstract resources (or not) as well as deliver physical and logical connectivity to those resources.",I
iaas,2,secid:reference/ny.gov/its-glossary,NY State ITS Glossary,IaaS,Infrastructure as a Service,https://its.ny.gov/glossary#iaas
iac,2,secid:reference/cisa.gov/niccs-glossary,NICCS Cybersecurity Glossary (CISA),IaC,"The process of managing and provisioning an organization’s IT infrastructure using machine-readable configuration files, rather than employing physical hardware configuration or interactive configuration tools.",https://niccs.cisa.gov/resources/glossary#letter-i
iac,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,IAC,"The process of managing and provisioning an organization’s IT infrastructure using machine-readable configuration files, rather than employing physical hardware configuration or interactive configuration tools.",https://csrc.nist.gov/glossary/term/iac
ial,2,secid:reference/ny.gov/its-glossary,NY State ITS Glossary,IAL,"See ""Identity Assurance Level""",https://its.ny.gov/glossary#ial
ial,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,IAL,A category that conveys the degree of confidence that the applicant’s claimed identity is their real identity.,https://csrc.nist.gov/glossary/term/ial
iana,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,IANA,(I) See: Internet Assigned Numbers Authority.,rfc4949-section-4-iana
iana,2,secid:reference/virginia.gov/cov-it-glossary,COV IT Glossary (Virginia),IANA,"The central registry for various ""assigned numbers"": Internet Protocol parameters, such as port, protocol, and enterprise numbers; and options, codes, and types. The currently assigned values are listed in the ""Assigned Numbers"" document STD 2. To request a number assignment, e-mail <iana@isi.edu>.",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/i/#1049176
identifier,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,identifier,"(I) A data object -- often, a printable, non-blank character
string -- that definitively represents a specific identity of a
system entity, distinguishing that identity from all others.
(Compare: identity.)

Tutorial: Identifiers for system entities must be assigned very
carefully, because authenticated identities are the basis for
other security services, such as access control service.",rfc4949-section-4-identifier
identifier,2,secid:reference/gitlab.com/security-glossary,GitLab Security Glossary,Identifier,"An identifier is an ID for the vulnerability from an external database, such as Common Vulnerabilities and Exposures (CVE) or Common Weakness Enumeration (CWE). A vulnerability may have multiple identifiers. An identifier is composed of a type (like CVE ) and an ID (like CVE-2021-44228 ).",https://docs.gitlab.com/user/application_security/terminology/#identifier
identifying information,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,identifying information,"(D) Synonym for ""identifier""; synonym for ""authentication
information"". (See: authentication, identification information.)

Deprecated Term: IDOCs SHOULD NOT use this term as a synonym for
either of those terms; this term (a) is not as precise as they are
and (b) mixes concepts in a potentially misleading way. Instead,

use ""identifier"" or ""authentication information"", depending on
what is meant.",rfc4949-section-4-identifying-information
identifying information,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Identifying Information,"Information that can be used to distinguish or trace an individual's identity, either alone or when combined with other information that is linked or linkable to a specific individual.",https://csrc.nist.gov/glossary/term/identifying_information
identifying information,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Identifying Information,"The set of an asset's attributes that may be useful for identifying that asset, including discoverable information about the asset and identifiers assigned to the asset.",https://csrc.nist.gov/glossary/term/identifying_information
identity,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,identity,"(I) The collective aspect of a set of attribute values (i.e., a
set of characteristics) by which a system user or other system
entity is recognizable or known. (See: authenticate, registration.
Compare: identifier.)

Usage: An IDOC MAY apply this term to either a single entity or a
set of entities. If an IDOC involves both meanings, the IDOC
SHOULD use the following terms and definitions to avoid ambiguity:
-  ""Singular identity"": An identity that is registered for an
   entity that is one person or one process.
-  ""Shared identity"": An identity that is registered for an entity
   that is a set of singular entities (1) in which each member is
   authorized to assume the identity individually and (2) for
   which the registering system maintains a record of the singular
   entities that comprise the set. In this case, we would expect
   each member entity to be registered with a singular identity
   before becoming associated with the shared identity.
-  ""Group identity"": An identity that is registered for an entity
   (1) that is a set of entities (2) for which the registering
   system does not maintain a record of singular entities that
   comprise the set.

Tutorial: When security services are based on identities, two
properties are desirable for the set of attributes used to define
identities:
-  The set should be sufficient to distinguish each entity from
   all other entities, i.e., to represent each entity uniquely.
-  The set should be sufficient to distinguish each identity from
   any other identities of the same entity.

The second property is needed if a system permits an entity to
register two or more concurrent identities. Having two or more
identities for the same entity implies that the entity has two
separate justifications for registration. In that case, the set of
attributes used for identities must be sufficient to represent
multiple identities for a single entity.

Having two or more identities registered for the same entity is
different from concurrently associating two different identifiers
with the same identity, and also is different from a single
identity concurrently accessing the system in two different roles.
(See: principal, role-based access control.)

When an identity of a user is being registered in a system, the
system may require presentation of evidence that proves the
identity's authenticity (i.e., that the user has the right to
claim or use the identity) and its eligibility (i.e., that the
identity is qualified to be registered and needs to be
registered).

The following diagram illustrates how this term relates to some
other terms in a PKI system: authentication information,
identifier, identifier credential, registration, registered user,
subscriber, and user.

Relationships:  === one-to-one, ==> one-to-many, <=> many-to-many.
            +- - - - - - - - - - - - - - - - - - - - - - - - - - +
            |                      PKI System                    |
+ - - - - + | +------------------+   +-------------------------+ |
|  User,  | | |Subscriber, i.e., |   | Identity of Subscriber  | |
|i.e., one| | | Registered User, |   |    is system-unique     | |
| of the  | | | is system-unique |   | +---------------------+ | |
|following| | | +--------------+ |   | |     Subscriber      | | |
|         | | | | User's core  | |   | |     Identity's      | | |
| +-----+ |===| | Registration | |==>| |  Registration data  | | |
| |human| | | | | data, i.e.,  | |   | |+-------------------+| | |
| |being| | | | | an entity's  | |   | ||  same core data   || | |
| +-----+ | | | |distinguishing|========|for all Identities || | |
|   or    | | | |  attribute   | |   | || of the same User  || | |
| +-----+ | | | |   values     | | +===|+-------------------+| | |
| |auto-| | | | +--------------+ | | | +---------------------+ | |
| |mated| | | +------------------+ | +------------|------------+ |
| |pro- | | |         |    +=======+              |              |
| |cess | | | +-------v----|----------------------|------------+ |
| +-----+ | | | +----------v---+     +------------v----------+ | |
|   or    | | | |Authentication|<===>|Identifier of Identity | | |
|+-------+| | | | Information  |     |    is system-unique   | | |
|| a set || | | +--------------+     +-----------------------+ | |
||  of   || | | Identifier Credential that associates unit of  | |
|| either|| | | Authentication Information with the Identifier | |
|+-------+| | +------------------------------------------------+ |
+ - - - - + + - - - - - - - - - - - - - - - - - - - - - - - - - -+",rfc4949-section-4-identity
identity,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity,"Unique group element&nbsp;<span class=""math-tex"">\(0\)</span><em>&nbsp;</em>for which&nbsp;<span class=""math-tex"">\(x+0=x\)</span>&nbsp;for each group element&nbsp;<span class=""math-tex"">\(x\)</span>, relative to the binary group operator&nbsp;<span class=""math-tex"">\(+\)</span>.",https://csrc.nist.gov/glossary/term/identity
identity,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity,"The set of attribute values (i.e., characteristics) by which an entity is recognizable and that, within the scope of an identity manager’s responsibility, is sufficient to distinguish that entity from any other entity.",https://csrc.nist.gov/glossary/term/identity
identity,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity,The set of physical and behavioral characteristics by which an individual is uniquely recognizable. Note: This also encompasses non-person entities (NPEs).,https://csrc.nist.gov/glossary/term/identity
identity,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity,The set of physical and behavioral characteristics by which an individual is uniquely recognizable.,https://csrc.nist.gov/glossary/term/identity
identity,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity,Information that is unique within a security domain and which is recognized as denoting a particular entity within that domain.,https://csrc.nist.gov/glossary/term/identity
identity,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity,The bit string denoting the identifier associated with an entity.,https://csrc.nist.gov/glossary/term/identity
identity,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity,The distinguishing character or personality of an entity.,https://csrc.nist.gov/glossary/term/identity
identity,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity,An attribute or set of attributes that uniquely describe a subject within a given context.,https://csrc.nist.gov/glossary/term/identity
identity,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity,A set of attributes that uniquely describe a person within a given context.,https://csrc.nist.gov/glossary/term/identity
identity proofing,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,identity proofing,"(I) A process that vets and verifies the information that is used
to establish the identity of a system entity. (See: registration.)",rfc4949-section-4-identity-proofing
identity proofing,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity proofing,"The process of providing sufficient information (e.g., identity history, credentials, documents) to establish an identity.",https://csrc.nist.gov/glossary/term/identity_proofing
identity proofing,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity proofing,"The process by which a CSP collects, validates, and verifies information about a person.",https://csrc.nist.gov/glossary/term/identity_proofing
identity proofing,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity proofing,Verifying the claimed identity of an applicant by authenticating the identity source documents provided by the applicant.,https://csrc.nist.gov/glossary/term/identity_proofing
identity proofing,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity proofing,"The process of providing sufficient information (e.g., identity history, credentials, documents) to establish an identity.",https://csrc.nist.gov/glossary/term/identity_proofing
identity proofing,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity proofing,"The process by which a CSP or Registration Authority (RA) collect, validate and verify information about a person for the purpose of issuing credentials to that person.",https://csrc.nist.gov/glossary/term/identity_proofing
identity proofing,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity proofing,"The process of providing sufficient information (e.g., identity history, credentials, documents) to a PIV Registrar when attempting to establish an identity.",https://csrc.nist.gov/glossary/term/identity_proofing
identity proofing,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,identity proofing,The process by which a CSP and a Registration Authority (RA) collect and verify information about a person for the purpose of issuing credentials to that person.,https://csrc.nist.gov/glossary/term/identity_proofing
identity provider,2,secid:reference/gov.uk/ncsc-glossary,NCSC UK Glossary,identity provider,"An organisation (such as Google, Microsoft and Facebook) that provides online user identification on behalf of third parties.",https://www.ncsc.gov.uk/section/advice-guidance/glossary
identity provider,2,secid:reference/ny.gov/its-glossary,NY State ITS Glossary,Identity Provider,The party that manages the individual’s primary authentication credentials and issues assertions derived from those credentials. This is commonly the Credential Service Provider (CSP) as defined in the ITS Glossary.,https://its.ny.gov/glossary#identity-provider
identity provider (idp,2,secid:reference/amazon.com/aws-glossary,AWS Glossary Reference,identity provider (IdP),An IAM entity that holds metadata about external identity providers.,https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#identity-provider-idp
identity provider (idp,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Identity Provider (IdP),A trusted entity that issues or registers subscriber authenticators and issues electronic credentials to subscribers. A CSP may be an independent third party or issue credentials for its own use.,https://csrc.nist.gov/glossary/term/identity_provider
identity provider (idp,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Identity Provider (IdP),The party that manages the subscriber’s primary authentication credentials and issues assertions derived from those credentials. This is commonly the CSP as discussed within this document suite.,https://csrc.nist.gov/glossary/term/identity_provider
identity provider (idp,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Identity Provider (IdP),See Credential Service Provider.,https://csrc.nist.gov/glossary/term/identity_provider
idp,2,secid:reference/amazon.com/aws-glossary,AWS Glossary Reference,IdP,See identity provider (IdP) .,https://docs.aws.amazon.com/glossary/latest/reference/glos-chap.html#idp
idp,2,secid:reference/ny.gov/its-glossary,NY State ITS Glossary,IdP,See Identity Provider,https://its.ny.gov/glossary#idp
ietf,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,IETF,(I) See: Internet Engineering Task Force.,rfc4949-section-4-ietf
ietf,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,IETF,The Internet Engineering Task Force is the premier Internet standards body that develops open Internet standards.,https://csrc.nist.gov/glossary/term/ietf
ietf,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,IETF,"The internet standards organization made up of network designers, operators, vendors, and researchers that defines protocol standards (e.g., IP, TCP, DNS) through process of collaboration and consensus.",https://csrc.nist.gov/glossary/term/ietf
impact,2,secid:reference/ny.gov/its-glossary,NY State ITS Glossary,Impact,The magnitude of harm that could be caused by a threat.,https://its.ny.gov/glossary#impact
impact,2,secid:reference/virginia.gov/cov-it-glossary,COV IT Glossary (Virginia),Impact,"The loss or effect on the project, program, or enterprise if the risk occurs. Impact is one of the three attributes of a risk. SEI",https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/i/#1049240
implementation,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Implementation,"An implementation of an RBG is a cryptographic device or portion of a cryptographic device that is the physical embodiment of the RBG design, for example, some code running on a computing platform.",https://csrc.nist.gov/glossary/term/implementation
implementation,2,secid:reference/virginia.gov/cov-it-glossary,COV IT Glossary (Virginia),Implementation,Occurs when products that have completed testing are moved into production or into their working environment. Normally used as a term on Information Technology projects.,https://www.vita.virginia.gov/policy--governance/governance/cov-it-glossary/i/#1049291
incident management,2,secid:reference/cisa.gov/niccs-glossary,NICCS Cybersecurity Glossary (CISA),incident management,The management and coordination of activities associated with an actual or potential occurrence of an event that may result in adverse consequences to information or information systems.,https://niccs.cisa.gov/resources/glossary#letter-i
incident management,2,secid:reference/gov.uk/ncsc-glossary,NCSC UK Glossary,incident management,"Activities to identify, analyse, and determine the response to cyber security incidents, to minimise the immediate and long-term business impact.",https://www.ncsc.gov.uk/section/advice-guidance/glossary
individual,2,secid:reference/ca.gov/sam-5300-definitions,California SAM 5300 Technical Definitions (CDT),Individual,A person who is the subject of the state entity’s personal information collection.,https://www.cdt.ca.gov/security/technical-definitions/#I
individual,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Individual,"A citizen of the United States or an alien lawfully admitted for permanent residence. Agencies may, consistent with individual practice, choose to extend the protections of the Privacy Act and E-Government Act to businesses, sole proprietors, aliens, etc.",https://csrc.nist.gov/glossary/term/individual
individual,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,Individual,"A single person or a group of persons, including at a societal level.",https://csrc.nist.gov/glossary/term/individual
industrial control system (ics,2,secid:reference/ct.gov/cybersecurity-glossary,Connecticut Cybersecurity Glossary (CGA OLR),Industrial Control System (ICS),"An ICS consists of combinations of control components (e.g., electrical, mechanical, hydraulic) that act together to achieve an industrial objective (e.g., transport energy). ICS is a general term that encompasses several types of control systems, including SCADA (see entry below).",industrial-control-system-ics
industrial control system (ics,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,industrial control system (ICS),"An information system used to control industrial processes such as manufacturing, product handling, production, and distribution.",https://csrc.nist.gov/glossary/term/industrial_control_system
industrial control system (ics,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,industrial control system (ICS),"An information system used to control industrial processes such as manufacturing, product handling, production, and distribution. Industrial control systems include supervisory control and data acquisition systems used to control geographically dispersed assets, as well as distributed control systems and smaller control systems using programmable logic controllers to control localized processes.",https://csrc.nist.gov/glossary/term/industrial_control_system
industrial control system (ics,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,industrial control system (ICS),"General term that encompasses several types of control systems, including supervisory control and data acquisition (SCADA) systems, distributed control systems (DCS), and other control system configurations that are often found in the industrial sectors and critical infrastructures, such as programmable logic controllers (PLC). An ICS consists of combinations of control components (e.g., electrical, mechanical, hydraulic, pneumatic) that act together to achieve an industrial objective (e.g., manufacturing, transportation of matter or energy).",https://csrc.nist.gov/glossary/term/industrial_control_system
industrial control system (ics,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,industrial control system (ICS),"An information system used to control industrial processes such as manufacturing, product handling, production, and distribution. Industrial control systems include supervisory control and data acquisition (SCADA) systems used to control geographically dispersed assets, as well as distributed control systems (DCSs) and smaller control systems using programmable logic controllers to control localized processes.",https://csrc.nist.gov/glossary/term/industrial_control_system
industrial control system (ics,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,industrial control system (ICS),"General term that encompasses several types of control systems, including supervisory control and data acquisition (SCADA) systems, distributed control systems (DCS), and other control system configurations such as Programmable Logic Controllers (PLC) often found in the industrial sectors and critical infrastructures. An ICS consists of combinations of control components (e.g., electrical, mechanical, hydraulic, pneumatic) that act together to achieve an industrial objective (e.g., manufacturing, transportation of matter or energy).",https://csrc.nist.gov/glossary/term/industrial_control_system
industrial control system (ics,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,industrial control system (ICS),"An information system used to control industrial processes such as manufacturing, product handling, production, and distribution. Industrial control systems include supervisory control and data acquisition (SCADA) systems used to control geographically dispersed assets, as well as distributed control systems (DCSs) and smaller control systems using programmable logic controllers to control localized processes.",https://csrc.nist.gov/glossary/term/industrial_control_system
industrial control system (ics,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,industrial control system (ICS),"General term that encompasses several types of control systems, including supervisory control and data acquisition (SCADA) systems, distributed control systems (DCS), and other control system configurations such as programmable logic controllers (PLC) found in the industrial sectors and critical infrastructures. An industrial control system consists of combinations of control components (e.g., electrical, mechanical, hydraulic, pneumatic) that act together to achieve an industrial objective (e.g., manufacturing, transportation of matter or energy).",https://csrc.nist.gov/glossary/term/industrial_control_system
industrial control system (ics,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,industrial control system (ICS),"a general term that encompasses several types of control systems, including supervisory control and data acquisition (SCADA) systems, distributed control systems (DCS), and other control system configurations such as Programmable Logic Controllers (PLC) often found in the industrial sectors and critical infrastructures.",https://csrc.nist.gov/glossary/term/industrial_control_system
information domain,2,secid:reference/ietf.org/rfc4949-internet-security-glossary,RFC 4949 - Internet Security Glossary v2,information domain,"(O) See: secondary definition under ""domain"".",rfc4949-section-4-information-domain
information domain,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information domain,"A three-part concept for information sharing, independent of, and across information systems and security domains that 1) identifies information sharing participants as individual members, 2) contains shared information objects, and 3) provides a security policy that identifies the roles and privileges of the members and the protections required for the information objects.",https://csrc.nist.gov/glossary/term/information_domain
information owner,2,secid:reference/ny.gov/its-glossary,NY State ITS Glossary,Information Owner,An individual or organizational unit responsible for making classification and control decisions regarding use of information.,https://its.ny.gov/glossary#information-owner
information owner,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information owner,"Official with statutory or operational authority for specified information and responsibility for establishing the controls for its generation, collection, processing, dissemination, and disposal.",https://csrc.nist.gov/glossary/term/information_owner
information owner,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information owner,"Official with statutory or operational authority for specified information and responsibility for establishing the controls for its generation, classification, collection, processing, dissemination, and disposal.",https://csrc.nist.gov/glossary/term/information_owner
information owner,2,secid:reference/nist.gov/csrc-glossary,NIST Computer Security Resource Center (CSRC) Glossary — consolidated terminology from NIST cybersecurity publications,information owner,"Official with statutory or operational authority for specified information and responsibility for establishing the controls for its generation, classification, collection, processing, dissemination, and disposal. See information steward. Note: Information steward is a related term, but it is not identical to information owner.",https://csrc.nist.gov/glossary/term/information_owner
