"requirement_id","top_level_requirement","section_id","requirement_text","testing_procedures","guidance"
"12.3.4","12","12.3","A method to accurately and readily determine owner, contact information, and purpose (for example, labeling, coding, and/or inventorying of devices)","12.3.4 Verify that the usage policies define a method to accurately and readily determine owner, contact information, and purpose (for example, labeling, coding, and/or inventorying of devices).","Malicious individuals may breach physical security and place their own devices on the network as a
""back door."" Personnel may also bypass procedures and install devices. An accurate inventory with proper device labeling allows for quick identification of non-approved installations.
Consider establishing an official naming convention for devices, and log all devices with established inventory controls. Logical labeling may be employed with information such as codes that can correlate the device to its owner, contact information, and purpose."
"12.3.5","12","12.3","Acceptable uses of the technology","12.3.5 Verify that the usage policies define acceptable uses for the technology.","By defining acceptable business use and location of company-approved devices and technology, the"
"12.3.6","12","12.3","Acceptable network locations for the technologies","12.3.6 Verify that the usage policies define acceptable network locations for the technology.","company is better able to manage and control gaps in configurations and operational controls, to ensure a ""back door"" is not opened for a malicious"
"12.3.7","12","12.3","List of company-approved products","12.3.7 Verify that the usage policies include a list of company-approved products.","individual to gain access to critical systems and cardholder data."
"12.3.8","12","12.3","Automatic disconnect of sessions for remote-access technologies after a specific period of inactivity","12.3.8.a Verify that the usage policies require automatic disconnect of sessions for remote-access technologies after a specific period of inactivity.","Remote-access technologies are frequent ""back doors"" to critical resources and cardholder data.
By disconnecting remote-access technologies when not in use (for example, those used to support your systems by your POS vendor, other vendors, or business partners), access and risk to networks is minimized."
"12.3.9","12","12.3","Activation of remote-access technologies for vendors and business partners only when needed by vendors and business partners, with immediate deactivation after use","12.3.9 Verify that the usage policies require activation of remote-access technologies used by vendors and business partners only when needed by vendors and business partners, with immediate deactivation after use.",""
"12.3.10","12","12.3","For personnel accessing cardholder data via remote-access technologies, prohibit the copying, moving, and storage of cardholder data onto local hard drives and removable electronic media, unless explicitly authorized for a defined business need.
Where there is an authorized business need, the usage policies must require the data be protected in accordance with all applicable
PCI DSS Requirements.","12.3.10.a Verify that the usage policies prohibit copying, moving, or storing of cardholder data onto local hard drives and removable electronic media when accessing such data via remote-access technologies.
For personnel with proper authorization, verify
12.3.10.b that usage policies require the protection of cardholder data in accordance with PCI DSS Requirements.","To ensure all personnel are aware of their responsibilities to not store or copy cardholder data onto their local personal computers or other media, your policy should clearly prohibit such activities except for personnel that have been explicitly authorized to do so. Storing or copying cardholder data onto a local hard drive or other media must be in accordance with all applicable
PCI DSS requirements."
"12.4","12","12.4","Ensure that the security policy and procedures clearly define information security","Verify that information security policies clearly define
12.4.a information security responsibilities for all personnel.","Without clearly defined security roles and responsibilities assigned, there could be"
"12.4.1","12","12.4","Additional requirement for service providers only: Executive management","12.4.1.a
Examine documentation to verify executive management has assigned overall accountability for","Note: This requirement applies only when the entity being assessed is a service provider."
"12.5","12","12.5","Assign to an individual or team the following information security management responsibilities:","12.5 Examine information security policies and procedures to verify:
The formal assignment of information security to a Chief Security Officer or other security-knowledgeable member of management.
The following information security responsibilities are specifically and formally assigned:","Each person or team with responsibilities for information security management should be clearly aware of their responsibilities and related tasks, through specific policy. Without this accountability, gaps in processes may open access into critical resources or cardholder data.

Entities should also consider transition and/or succession plans for key personnel to avoid"
"12.5.1","12","12.5","Establish, document, and distribute security policies and procedures.","12.5.1
Verify that responsibility for establishing, documenting and distributing security policies and procedures is formally assigned.","potential gaps in security assignments, which could result in responsibilities not being assigned and therefore not performed."
"12.5.2","12","12.5","Monitor and analyze security alerts and information, and distribute to appropriate personnel.","12.5.2
Verify that responsibility for monitoring and analyzing security alerts and distributing information to appropriate information security and business unit management personnel is formally assigned.",""
"12.5.3","12","12.5","Establish, document, and distribute security incident response and escalation procedures to ensure timely and effective handling of all situations.","12.5.3
Verify that responsibility for establishing, documenting, and distributing security incident response and escalation procedures is formally assigned.",""
"12.5.4","12","12.5","Administer user accounts, including additions, deletions, and modifications.","12.5.4
Verify that responsibility for administering (adding, deleting, and modifying) user account and authentication management is formally assigned.",""
"12.5.5","12","12.5","Monitor and control all access to data.","12.5.5
Verify that responsibility for monitoring and controlling all access to data is formally assigned.",""
"12.6","12","12.6","Implement a formal security awareness program to make all personnel aware of the cardholder data security policy and","12.6.a
Review the security awareness program to verify it provides awareness to all personnel about the cardholder data security policy and procedures.","If personnel are not educated about their security responsibilities, security safeguards and processes that have been implemented may"
"12.6.1","12","12.6","Educate personnel upon hire and at least annually.
Methods can vary depending on the role
Note:","12.6.1.a
Verify that the security awareness program provides multiple methods of communicating awareness and educating personnel
(for example, posters, letters, memos, web-based training, meetings, and promotions).","If the security awareness program does not include periodic refresher sessions, key security processes and procedures may be forgotten or bypassed, resulting in exposed critical resources"
"12.6.2","12","12.6","Require personnel to acknowledge at

least annually that they have read and understood the security policy and procedures.","Verify that the security awareness program
12.6.2 requires personnel to acknowledge, in writing or electronically, at least annually, that they have read and understand the information security policy.","Requiring an acknowledgement by personnel in writing or electronically helps ensure that they have read and understood the security policies/procedures, and that they have made and will continue to make a commitment to comply with these policies."
"12.7","12","12.7","Screen potential personnel prior to hire to

minimize the risk of attacks from internal sources. (Examples of background checks include previous employment history, criminal record, credit history, and reference checks.)","Inquire with Human Resource department
12.7 management and verify that background checks are conducted (within the constraints of local laws) prior to hire on potential personnel who will have access to cardholder data or the cardholder data environment.","Performing thorough background investigations prior to hiring potential personnel who are expected to be given access to cardholder data reduces the risk of unauthorized use of PANs and other cardholder data by individuals with"
"12.8","12","12.8","Maintain and implement policies and

procedures to manage service providers with whom cardholder data is shared, or that could affect the security of cardholder data, as follows:","Through observation, review of policies and
12.8 procedures, and review of supporting documentation, verify that processes are implemented to manage service providers with whom cardholder data is shared, or that could affect the security of cardholder data as follows:","If a merchant or service provider shares cardholder data with a service provider, certain requirements apply to ensure continued protection of this data will be enforced by such service providers."
"12.8.1","12","12.8","Maintain a list of service providers

including a description of the service provided.","Verify that a list of service providers is maintained
12.8.1 and includes a description of the service provided.","Keeping track of all service providers identifies where potential risk extends to outside of the organization."
"12.8.2","12","12.8","Maintain a written agreement that includes an acknowledgement that the service providers are responsible for the security of cardholder data the service providers possess or otherwise store, process or transmit on behalf of the customer, or to the extent that they could impact the security of the customer's cardholder data environment.","Observe written agreements and confirm they
12.8.2 include an acknowledgement by service providers that they are responsible for the security of cardholder data the service providers possess or otherwise store, process or transmit on behalf of the customer, or to the extent that they could impact the security of the customer's cardholder data environment.","The acknowledgement of the service providers evidences their commitment to maintaining proper security of cardholder data that it obtains from its clients.
The extent to which the service provider is responsible for the security of cardholder data will depend on the particular service and the agreement between the provider and assessed entity.
In conjunction with Requirement 12.9, this"
"12.8.3","12","12.8","Ensure there is an established process for engaging service providers including proper due diligence prior to engagement.","12.8.3
Verify that policies and procedures are documented and implemented including proper due diligence prior to engaging any service provider.","The process ensures that any engagement of a service provider is thoroughly vetted internally by an organization, which should include a risk analysis prior to establishing a formal relationship with the service provider."
"12.8.4","12","12.8","Maintain a program to monitor service

providers' PCI DSS compliance status at least annually.","Verify that the entity maintains a program to
12.8.4 monitor its service providers' PCI DSS compliance status at least annually.","Knowing your service providers' PCI DSS compliance status provides assurance and awareness about whether they comply with the same requirements that your organization is subject to. If the service provider offers a variety of services, this requirement should apply to those services delivered to the client, and those services in scope for the client's PCI DSS assessment."
"12.8.5","12","12.8","Maintain information about which PCI

DSS requirements are managed by each service provider, and which are managed by the entity.","Verify the entity maintains information about which
12.8.5
PCI DSS requirements are managed by each service provider, and which are managed by the entity.",""
"12.9","12","12.9","Additional requirement for service only: Service providers providers acknowledge in writing to customers that they","12.9 Additional testing procedure for service provider only: Review service provider's policies and assessments procedures and observe templates used for written agreements to confirm the service provider acknowledges in writing to customers that the service provider will maintain all applicable PCI DSS requirements to the extent the service provider possesses or otherwise stores, processes, or transmits cardholder data on behalf of the customer, or to the extent that they could impact the security of the customer's cardholder data environment.","Note: This requirement applies only when the entity being assessed is a service provider."
"12.10","12","12.10","Implement an incident response plan.

Be prepared to respond immediately to a system breach.","Examine the incident response plan and related
12.10 procedures to verify entity is prepared to respond immediately to a system breach by performing the following:","Without a thorough security incident response plan that is properly disseminated, read, and understood by the parties responsible, confusion and lack of a unified response could create further downtime for the business, unnecessary public media exposure, as well as new legal liabilities."
"12.10.1","12","12.10","Create the incident response plan to","12.10.1.a
Verify that the incident response plan includes:","The incident response plan should be thorough"
"12.10.2","12","12.10","Review and test the plan, including

all elements listed in Requirement 12.10.1, at least annually.","Interview personnel and review documentation
12.10.2 from testing to verify that the plan is tested at least annually, and that testing includes all elements listed in
Requirement 12.10.1.","Without proper testing, key steps may be missed, which could result in increased exposure during an incident."
"12.10.3","12","12.10","Designate specific personnel to be available on a 24/7 basis to respond to alerts.","12.10.3 Verify through observation, review of policies, and interviews of responsible personnel that designated personnel are available for 24/7 incident response and monitoring coverage for any evidence of unauthorized activity, detection of unauthorized wireless access points, critical IDS alerts, and/or reports of unauthorized critical system or content file changes.","Without a trained and readily available incident response team, extended damage to the network could occur, and critical data and systems may become ""polluted"" by inappropriate handling of the targeted systems. This can hinder the success of a post-incident investigation."
"12.10.4","12","12.10","Provide appropriate training to staff with security breach response responsibilities.","12.10.4
Verify through observation, review of policies, and interviews of responsible personnel that staff with responsibilities for security breach response are periodically trained.",""
"12.10.5","12","12.10","Include alerts from security monitoring systems, including but not limited to intrusion-detection, intrusion-prevention, firewalls, and file-integrity monitoring systems.","12.10.5 Verify through observation and review of processes that monitoring and responding to alerts from security monitoring systems are covered in the incident response plan.","These monitoring systems are designed to focus on potential risk to data, are critical in taking quick action to prevent a breach, and must be included in the incident-response processes."
"12.10.6","12","12.10","Develop a process to modify and evolve the incident response plan according to lessons learned and to incorporate industry developments.","12.10.6 Verify through observation, review of policies, and interviews of responsible personnel that there is a process to modify and evolve the incident response plan according to lessons learned and to incorporate industry developments.","Incorporating ""lessons learned"" into the incident response plan after an incident helps keep the plan current and able to react to emerging threats and security trends."
"12.11","12","12.11","Additional requirement for service
Perform reviews at least providers only:
quarterly to confirm personnel are following security policies and operational procedures.
Reviews must cover the following processes: • Daily log reviews • Firewall rule-set reviews • Applying configuration standards to new systems • Responding to security alerts","12.11.a Examine policies and procedures to verify that processes are defined for reviewing and confirming that personnel are following security policies and operational procedures, and that reviews cover: • Daily log reviews • Firewall rule-set reviews • Applying configuration standards to new systems • Responding to security alerts • Change management processes","Note: This requirement applies only when the entity being assessed is a service provider.
Regularly confirming that security policies and procedures are being followed provides assurance that the expected controls are active and working as intended.
The objective of these reviews is not to re-perform other
PCI
DSS requirements, but to confirm whether procedures are being followed as expected."
"12.11.1","12","12.11","Additional requirement for service providers only:
Maintain documentation of quarterly review process to include: • Documenting results of the reviews • Review and sign-off of results by personnel assigned responsibility for the
PCI DSS compliance program","12.11.1
Examine documentation from the quarterly reviews to verify they include: • Documenting results of the reviews • Review and sign-off of results by personnel assigned responsibility for the PCI DSS compliance program","Note: This requirement applies only when the entity being assessed is a service provider.
The intent of these independent checks is to confirm whether security activities are being performed on an ongoing basis. These reviews can also be used to verify that appropriate evidence is being maintained—for example, audit logs, vulnerability scan reports, firewall reviews, etc.—to assist the entity's preparation for its next PCI DSS assessment."
"A1.1","A1","A1.1","A1 Protect each entity's (that is, merchant, service provider, or other entity) hosted environment and data, per
A1.1 through A1.4:
Ensure that each entity only runs

processes that have access to that entity's cardholder data environment.","A1
Specifically for a PCI DSS assessment of a shared hosting provider, to verify that shared hosting providers protect entities'
(merchants and service providers) hosted environment and data, select a sample of servers (Microsoft Windows and Unix/Linux)
across a representative sample of hosted merchants and service providers, and perform A1.1 through A1.4 below:
A1.1 If a shared hosting provider allows entities (for example, merchants or service providers) to run their own applications, verify these application processes run using the unique ID of the entity.
For example: • No entity on the system can use a shared web server user ID. • All CGI scripts used by an entity must be created and run as","Appendix A of PCI DSS is intended for shared hosting providers who wish to provide their merchant and/or service provider customers with a PCI DSS
If a merchant or service provider is allowed to run their own applications on the shared server, these should run with the user ID of the merchant or service provider, rather than as a privileged user."
"A1.2","A1","A1.2","Restrict each entity's access and

privileges to its own cardholder data environment only.","A1.2.a Verify the user ID of any application process is not a privileged user (root/admin).
A1.2.b Verify each entity (merchant, service provider) has read, write, or execute permissions only for files and directories it owns or for necessary system files (restricted via file system permissions, access control lists, chroot, jailshell, etc.)
Important:
An entity's files may not be shared by group.
A1.2.c Verify that an entity's users do not have write access to shared system binaries.
A1.2.d Verify that viewing of log entries is restricted to the owning entity.
A1.2.e To ensure each entity cannot monopolize server resources to exploit vulnerabilities (for example, error, race, and restart conditions resulting in, for example, buffer overflows), verify restrictions are in place for the use of these system resources: • Disk space • Bandwidth • Memory • CPU","To ensure that access and privileges are restricted such that each merchant or service provider has access only to their own environment, consider the following:
1.
Privileges of the merchant's or service provider's web server user ID;
2.
Permissions granted to read, write, and execute files;
3.
Permissions granted to write to system binaries;
4.
Permissions granted to merchant's and service provider's log files; and
5.
Controls to ensure one merchant or service provider cannot monopolize system resources."
"A1.3","A1","A1.3","Ensure logging and audit trails are enabled and unique to each entity's cardholder data environment and consistent with PCI DSS Requirement
10.","A1.3 Verify the shared hosting provider has enabled logging as follows, for each merchant and service provider environment: • Logs are enabled for common third-party applications. • Logs are active by default. • Logs are available for review by the owning entity. • Log locations are clearly communicated to the owning entity.","Logs should be available in a shared hosting environment so the merchants and service providers have access to, and can review, logs specific to their cardholder data environment."
"A1.4","A1","A1.4","Enable processes to provide for timely forensic investigation in the event of a compromise to any hosted merchant or service provider.","A1.4 Verify the shared hosting provider has written policies that provide for a timely forensics investigation of related servers in the event of a compromise.","Shared hosting providers must have processes to provide quick and easy response in the event that a forensic investigation is needed for a compromise, down to the appropriate level of detail so that an individual merchant's or service provider's details are available."
"A2.1","A2","A2.1","Where POS POI terminals (at the

merchant or payment acceptance location)
use SSL and/or early TLS, the entity must confirm the devices are not susceptible to any known exploits for","A2.1 For POS POI terminals using SSL and/or early TLS, confirm the entity has documentation (for example, vendor documentation, system/network configuration details, etc.) that verifies the devices are not susceptible to any known exploits for
SSL/early TLS.","POS POI terminals used in card-present environments can continue using SSL/early TLS when it can be shown that the POS POI terminal is not susceptible to the currently known exploits."
"A2.2","A2","A2.2","those protocols.
Note: This requirement is intended to apply to the entity with the POS POI terminal, such as a merchant. This requirement is not intended for service providers who serve as the termination or connection point to those POS POI terminals.
Requirements A2.2 and A2.3

Requirement for Service
All service providers
Providers Only:
with existing connection points to POS
POI terminals referred to in A2.1 that use
SSL and/or early TLS must have a formal Risk Mitigation and Migration Plan in place.","A2.2 Review the documented Risk Mitigation and Migration Plan to verify it includes: • Description of usage, including what data is being transmitted, types and number of systems that use and/or support SSL/early TLS, type of environment; • Risk-assessment results and risk-reduction controls in place; • Description of processes to monitor for new vulnerabilities associated with SSL/early TLS; • Description of change control processes that are implemented to ensure SSL/early TLS is not implemented into new environments; • Overview of migration project plan to replace SSL/early
TLS at a future date.","However, SSL is an outdated technology and may be subject to additional security vulnerabilities in the future; it is therefore strongly recommended that POS POI terminals be upgraded to a secure protocol as soon as possible. If SSL/early TLS is not needed in the environment, use of and fallback to these versions should be disabled.
POS POI termination points, including but not limited to a service providers such as an acquirer or acquirer processor, can continue using SSL/early TLS when it can be shown that the service provider has controls in place that mitigate the risk of supporting those connections for the service provider environment.
The Risk Mitigation and Migration Plan is a document prepared by the entity that details their plans for migrating to a secure protocol, and also describes controls the entity has in place to reduce the risk associated with
SSL/early TLS until the migration is complete.
Service providers should communicate to all customers using SSL/early TLS about the risks associated with its use and need to migrate to a secure protocol.
Refer to the current PCI SSC Information
Supplements on SSL/early TLS for further guidance on Risk Mitigation and Migration Plans."
"A2.3","A2","A2.3","Requirement for Service
All service providers
Providers Only:
must provide a secure service offering.","A2.3 Examine system configurations and supporting documentation to verify the service provider offers a secure protocol option for their service.","Service providers supporting SSL/early TLS connections for POS POI terminals should also provide a secure protocol option.
Refer to the current PCI SSC Information
Supplements on SSL/Early TLS for further guidance."
"A3.1.1","A3","A3.1","Executive management shall establish responsibility for the protection of cardholder data and a PCI DSS compliance program to include:","A3.1.1.a Examine documentation to verify executive management has assigned overall accountability for maintaining the entity's PCI DSS compliance.","Executive management assignment of PCI DSS compliance responsibilities ensures executive level visibility into the PCI DSS compliance program and allows for the opportunity to ask appropriate questions to determine the effectiveness of the program and influence strategic priorities. Overall responsibility for the
PCI DSS compliance program may be assigned to individual roles and/or to business units within the organization."
"A3.1.2","A3","A3.1","A formal PCI DSS compliance program must be in place to include: • Definition of activities for maintaining and monitoring overall PCI DSS compliance, including business-as-usual activities • Annual PCI DSS assessment processes • Processes for the continuous validation of
PCI DSS requirements (for example:
daily, weekly, quarterly, etc. as applicable per requirement) • A process for performing business-impact analysis to determine potential PCI DSS impacts for strategic business decisions","A3.1.2.a
Examine information security policies and procedures to verify that processes are specifically defined for the following: • Maintaining and monitoring overall PCI DSS compliance, including business-as-usual activities • Annual PCI DSS assessment(s) • Continuous validation of PCI DSS requirements • Business-impact analysis to determine potential PCI
DSS impacts for strategic business decisions","A formal compliance program allows an organization to monitor the health of its security controls, be proactive in the event that a control fails, and effectively communicate activities and compliance status throughout the organization.
The PCI DSS compliance program can be a dedicated program or part of an over-arching compliance and/or governance program, and should include a well-defined methodology that demonstrates consistent and effective evaluation.
Example methodologies include: Deming Circle of
Plan-Do-Check-Act (PDCA), ISO 27001, COBIT,
DMAIC, and Six Sigma."
"A3.1.4","A3","A3.1","Provide up-to-date PCI DSS and/or

information security training at least annually to personnel with PCI DSS compliance responsibilities (as identified in A3.1.3).","Examine information security policies and
A3.1.4.a procedures to verify that PCI DSS and/or information security training is required at least annually for each role with PCI DSS compliance responsibilities.","Personnel responsible for PCI DSS compliance have specific training needs exceeding that which is typically provided by general security awareness training. Individuals with PCI DSS"
"A3.2.1","A3","A3.2","Document and confirm the accuracy of

PCI DSS scope at least quarterly and upon significant changes to the in-scope environment. At a minimum, the quarterly scoping validation should include: • Identifying all in-scope networks and system components • Identifying all out-of-scope networks and","A3.2.1.a Examine documented results of scope reviews and interview personnel to verify that the reviews are performed: • At least quarterly • After significant changes to the in-scope environment
Examine documented results of quarterly scope
A3.2.1.b","Validation of PCI DSS scope should be performed as frequently as possible to ensure PCI DSS scope remains up to date and aligned with changing business objectives."
"A3.2.2","A3","A3.2","Determine PCI DSS scope impact for all changes to systems or networks, including additions of new systems and new network connections. Processes must include: • Performing a formal PCI DSS impact assessment • Identifying applicable PCI DSS requirements to the system or network • Updating PCI DSS scope as appropriate • Documented sign-off of the results of the impact assessment by responsible personnel (as defined in A3.1.3)","A3.2.2 Examine change documentation and interview personnel to verify that for each change to systems or networks: • A formal PCI DSS impact assessment was performed. • PCI DSS requirements applicable to the system or network changes were identified. • PCI DSS scope was updated as appropriate for the change. • Sign-off by responsible personnel (as defined in
A3.1.3) was obtained and documented.","Changes to systems or networks can have significant impact to PCI DSS scope. For example, firewall rule changes can bring whole network segments into scope, or new systems may be added to the CDE that have to be appropriately protected.
Processes to determine the potential impact that changes to systems and networks may have on an entity's PCI DSS scope may be performed as part of a dedicated PCI DSS compliance program, or may fall under an entity's over-arching compliance and/or governance program."
"A3.2.3","A3","A3.2","Changes to organizational structure— for example, a company merger or acquisition, change or reassignment of personnel with responsibility for security controls—result in a formal (internal) review of the impact to PCI
DSS scope and applicability of controls.
PCI DSS Reference: Requirement 12","A3.2.3 Examine policies and procedures to verify that a change to organizational structure results in formal review of the impact to PCI DSS scope and applicability of controls.","An organization's structure and management define the requirements and protocol for effective and secure operations. Changes to this structure could have negative effects to existing controls and frameworks by reallocating or removing resources that once supported PCI DSS controls or inheriting new responsibilities that may not have established controls in place. Therefore, it is important to revisit PCI DSS scope and controls when there are changes to ensure controls are in place and active."
"A3.2.4","A3","A3.2","If segmentation is used, confirm PCI
DSS scope by performing penetration testing on segmentation controls at least every six months and after any changes to segmentation controls/methods.
Requirement 11
PCI DSS Reference:","A3.2.4 Examine the results from the most recent penetration test to verify that: • Penetration testing is performed to verify segmentation controls at least every six months and after any changes to segmentation controls/methods. • The penetration testing covers all segmentation controls/methods in use. • The penetration testing verifies that segmentation controls/methods are operational and effective, and isolate all out-of-scope systems from systems in the
CDE.","If segmentation is used to isolate in-scope networks from out-of-scope networks, those segmentation controls must be verified using penetration testing to confirm they continue to operate as intended and effectively. Penetration testing techniques should follow the existing penetration methodology as specified in PCI DSS
Requirement 11.
For additional information on effective penetration testing, refer to the PCI SSC's Information
Supplement on Penetration Testing Guidance."
"A3.2.5","A3","A3.2","Implement a data-discovery methodology to confirm PCI DSS scope and to locate all sources and locations of clear-text
PAN at least quarterly and upon significant changes to the cardholder environment or processes.
Data-discovery methodology must take into consideration the potential for clear-text PAN to reside on systems and networks outside of the currently defined CDE.
PCI DSS Reference:
Scope of PCI DSS
Requirements","A3.2.5.a Examine documented data-discovery methodology to verify the following: • Data-discovery methodology includes processes for identifying all sources and locations of clear-text
PAN. • Methodology takes into consideration the potential for clear-text PAN to reside on systems and networks outside of the currently defined CDE.
A3.2.5.b Examine results from recent data discovery efforts, and interview responsible personnel to verify that data discovery is performed at least quarterly and upon significant changes to the cardholder environment or processes.","PCI DSS requires that, as part of the scoping exercise, assessed entities must identify and document the existence of all clear-text PAN in their environments. Implementing a data discovery methodology that identifies all sources and locations of clear-text PAN, and takes into consideration the potential for clear-text PAN to reside on systems and networks outside of the currently defined CDE or in unexpected places within the defined CDE—for example, in an error log or memory dump file— helps to ensure that previously unknown locations of clear-text PAN are detected and properly secured.
A data-discovery process can be performed via a variety of methods, including but not limited to: (1)
commercially available data-discovery software,
(2) an in-house developed data-discovery program, or (3) a manual search. Regardless of the method used, the goal of the effort is to find all sources and locations of clear-text PAN (not just in the defined CDE)."
"A3.2.5.1","A3","A3.2","Ensure effectiveness of methods used for data discovery—–e.g., methods must be able to discover clear-text PAN on all types of system components (for example, on each operating system or platform) and file formats in use.
The effectiveness of data-discovery methods must be confirmed at least annually.
PCI DSS Reference:
Scope of PCI
DSS
Requirements","A3.2.5.1.a Interview personnel and review documentation to verify:

The entity has a process in place to test the effectiveness of methods used for data discovery.

The process includes verifying the methods are able to discover clear-text PAN on all types of system components and file formats in use.
A3.2.5.1.b Examine the results of recent effectiveness tests to verify the effectiveness of methods used for data discovery is confirmed at least annually.","A process to test the effectiveness of the methods used for data discovery ensures the completeness and accuracy of cardholder data detection. For completeness, at least a sampling of system components in both the in-scope and out-of-scope networks should be included in the data-discovery process. Accuracy can be tested by placing test
PANs on a sample of system components and file formats in use and confirming that the data discovery method detected the test PANs."
"A3.2.5.2","A3","A3.2","Implement response procedures to be initiated upon the detection of clear-text
PAN outside of the CDE to include:

Procedures for determining what to do if clear-text PAN is discovered outside of the CDE, including its retrieval, secure deletion and/or migration into the currently defined CDE, as applicable

Procedures for determining how the data ended up outside of the CDE

Procedures for remediating data leaks or process gaps that resulted in the data being outside of the CDE

Procedures for identifying the source of the data

Procedures for identifying whether any track data is stored with the PANs","Examine documented response procedures
A3.2.5.2.a to verify that procedures for responding to the detection of clear-text PAN outside of the CDE are defined and include:

Procedures for determining what to do if clear text PAN is discovered outside of the CDE, including its retrieval, secure deletion and/or migration into the currently defined CDE, as applicable

Procedures for determining how the data ended up outside the CDE

Procedures for remediating data leaks or process gaps that resulted in the data being outside of the
CDE

Procedures for identifying the source of the data

Procedures for identifying whether any track data is stored with the PANs
A3.2.5.2.b Interview personnel and examine records of response actions to verify that remediation activities are performed when clear-text PAN is detected outside","Having documented response procedures that are followed in the event clear-text PAN is found outside of the CDE helps to identify the necessary remediation actions and prevent future leaks. For example, if PAN was found outside of the CDE, analysis should be performed to (1) determine whether it was saved independently of other data
(or was it part of a full track?), (2) to identify the source of the data, and (3) identify the control gaps that resulted in the data being outside the
CDE."
"A3.2.6","A3","A3.2","Implement mechanisms for detecting

and preventing clear-text PAN from leaving the
CDE via an unauthorized channel, method, or process, including generation of audit logs and alerts.
Scope of PCI DSS
PCI DSS Reference:
Requirements","of the CDE.
A3.2.6.a Examine documentation and observe implemented mechanisms to verify that the mechanisms are: • Implemented and actively running • Configured to detect and prevent clear-text
PAN leaving the CDE via an unauthorized channel, method, or process • Generating logs and alerts upon detection of clear text PAN leaving the CDE via an unauthorized channel, method, or process
A3.2.6.b Examine audit logs and alerts, and interview responsible personnel to verify that alerts are investigated.","Mechanisms to detect and prevent unauthorized loss of clear-text PAN may include appropriate tools—such as data loss prevention (DLP)
solutions—and/or manual processes and procedures. Coverage of the mechanisms should include, but not be limited to, e-mails, downloads to removable media, and output to printers. Use of these mechanisms allows an organization to detect and prevent situations that may lead to data loss."
"A3.2.6.1","A3","A3.2","Implement response procedures to be initiated upon the detection of attempts to remove clear-text PAN from the CDE via an unauthorized channel, method, or process.
Response procedures must include:

Procedures for the timely investigation of alerts by responsible personnel

Procedures for remediating data leaks","Examine documented response procedures
A3.2.6.1.a to verify that procedures for responding to the attempted removal of clear-text PAN from the CDE via an unauthorized channel, method, or process include:

Procedures for the timely investigation of alerts by responsible personnel

Procedures for remediating data leaks or process gaps, as necessary, to prevent any data loss","Attempts to remove clear-text PAN via an unauthorized channel, method, or process may indicate malicious intent to steal data, or may be the actions of an authorized employee who is unaware of or simply not following the proper methods. Timely investigation of these occurrences can identify where remediation needs to be applied and provides valuable information to help understand where the threats are coming"
"A3.3","A3","A3.3","Validate PCI DSS is incorporated into business-as-usual (BAU) activities","",""
"A3.3.1","A3","A3.3","Implement a process to immediately detect and alert on critical security control failures. Examples of critical security controls","Examine documented policies and procedures
A3.3.1.a to verify that processes are defined to immediately detect and alert on critical security control failures.","Without formal processes for the prompt (as soon as possible) detection and alerting of critical security control failures, failures may go undetected for extended periods and provide attackers ample time to compromise systems and steal sensitive data from the cardholder data environment."
"A3.3.1.1","A3","A3.3","Respond to failures of any critical security controls in a timely manner.
Processes for responding to failures in security controls must include:

Restoring security functions

Identifying and documenting the duration (date and time start to end) of the security failure

Identifying and documenting cause(s)
of failure, including root cause, and documenting remediation required to address root cause

Identifying and addressing any security issues that arose during the failure","A3.3.1.1.a
Examine documented policies and procedures and interview personnel to verify processes are defined and implemented to respond to a security control failure, and include:

Restoring security functions

Identifying and documenting the duration (date and time start to end) of the security failure

Identifying and documenting cause(s) of failure, including root cause, and documenting remediation required to address root cause

Identifying and addressing any security issues that arose during the failure

Performing a risk assessment to determine whether further actions are required as a result of","Documented evidence (e.g., records within a problem-management system) should support that processes and procedures are in place to respond to security failures. In addition, personnel should be aware of their responsibilities in the event of a failure. Actions and responses to the failure should be captured in the documented evidence."
"A3.3.2","A3","A3.3","Review hardware and software

technologies at least annually to confirm whether they continue to meet the organization's PCI DSS requirements. (For example, a review of technologies that are no longer supported by the vendor and/or no longer meet the security needs of the organization.)
A3.3.2.b Review the results of the recent reviews to verify reviews are performed at least annually.","A3.3.2.a Examine documented policies and procedures and interview personnel to verify processes are defined and implemented to review hardware and software technologies to confirm whether they continue to meet the organization's PCI DSS requirements.","Hardware and software technologies are constantly evolving, and organizations need to be aware of changes to the technologies they use, as well as the evolving threats to those technologies.
Organizations also need to be aware of changes made by technology vendors to their products or support processes, to understand how such changes may impact the organization's use of the technology.
Regular reviews of technologies that impact or influence PCI DSS controls can assist with purchasing, usage, and deployment strategies, and ensure controls that rely on those technologies remain effective."
