Group,Group Title,Subgroup,Subgroup Title,ID,Title,Class,Modalverb,Handlungsworte,Statement,Guidance,Praezisierung,Ergebnis,Security Level,Effort Level,Tags,Target Objects,Documentation,Dependency
OPS,Betrieb und Überwachung,OPS.1,Monitoring in Produktion,OPS.1.6,Monitoring-Prozess für KI-spezifische Cybersecurity,requirement,SOLLTE,verankern,Betrieb und Überwachung fuer Anwendungen SOLLTE Monitoring-Prozess für KI-spezifische Cybersecurity verankern.,"Anbieter: Ziel ist es, dass KI-spezifische Sicherheitsrisiken in eine übergreifende Sicherheitsüberwachung eingebettet und neue Angriffsrisiken sowie Robustnessschwächen frühzeitig erkannt werden. Dazu kann eine Sicherheits-Telemetrie für KI-Komponenten aufgebaut werden, die modellbezogene Ereignisse, Ressourcen- und Infrastrukturanomalien sowie Zugriffs- und Abfragemuster erfasst; alarmbasierte Schwellen und Schweregrade für KI-typische Bedrohungsmuster können definiert werden. Ergänzend kann eine fortlaufende Beobachtung der Bedrohungslage mit regelmäßiger Recherche zum Stand der Technik erfolgen, deren Ergebnisse zu Bedrohungsszenarien konsolidiert werden können; dabei können modell- und algorithmische Schwachstellen, konkrete Angriffsvektoren, betroffene Datenmerkmale sowie Ziele, Wissen und Fähigkeiten potenzieller Angreifender berücksichtigt werden. Die Einbindung in die übergeordnete Sicherheitsüberwachung (z. B. SIEM, SOC-Prozesse) kann vorgesehen und mit Logging- und Incident-Management verzahnt werden. Eine mindestens jährliche und anlassbezogene Neubewertung der Risikoexposition ist erstrebenswert; bei Transfer Learning ist die Einbeziehung von Bedrohungen genutzter vortrainierter Modelle zweckmäßig. Die Umsetzung orientiert sich am Stand der Technik; einschlägige anerkannte Standards und Frameworks (z. B. BSI IT-Grundschutz) sind in ihrer jeweils aktuellen Fassung zu berücksichtigen.

Betreiber: Ziel ist es, dass KI-spezifische Sicherheitsereignisse im Betrieb zeitnah erkannt und in die eigene Sicherheitsüberwachung integriert werden sowie neue Sicherheits- und Robustnessrisiken fortlaufend bewertet werden. Dazu können die vom Anbieter bereitgestellten Sicherheits- und Telemetriefunktionen an die eigene SIEM-/SOC-Landschaft angebunden, Schweregrade und Schwellen feinjustiert und Alarme in definierte Reaktionsprozesse überführt werden. Ergänzend können Bedrohungsinformationen, eigene Sicherheitsmeldungen und Beobachtungen aus dem produktiven Betrieb herangezogen werden; relevante Veränderungen im Nutzungskontext, in Schnittstellen oder in der Bedrohungslage können anlassbezogen bewertet und an den Anbieter zurückgespiegelt werden. Bei der Auswertung KI-spezifischer Telemetrie sind Datenschutzauflagen zu beachten. Mindestens jährliche und ereignisgetriebene Reviews sind erstrebenswert; abgeleitete Maßnahmen können konsistent mit den Vorgaben des Anbieters umgesetzt werden. Die Umsetzung orientiert sich am Stand der Technik; einschlägige anerkannte Standards und Frameworks sind in ihrer jeweils aktuellen Fassung zu berücksichtigen.",für KI-spezifische Cybersecurity,Monitoring-Prozess,normal-SdT,2,Grundmodul; Monitoring; Robustness; Anbieter; Betreiber,Anwendungen,Monitoring-Konzept KI-System,019eb768-15e8-7802-a82c-baf874814b61
OPS,Betrieb und Überwachung,OPS.1,Monitoring in Produktion,OPS.1.7,Monitoring-Prozess für sicherheitsrelevante Ereignisse in der Lieferkette,requirement,SOLLTE,verankern,Betrieb und Überwachung fuer Dienstleistungen SOLLTE Monitoring-Prozess für sicherheitsrelevante Ereignisse in der Lieferkette verankern.,"Anbieter: Ziel ist es, dass sicherheitsrelevante Ereignisse in der Lieferkette spezifisch beobachtet und so protokolliert werden, dass Herkunft, Wirkungspfad und betroffene Komponenten nachvollziehbar bleiben, da Veränderungen bei Datenquellen, vortrainierten Modellen oder eingebundenen Diensten unbemerkt das KI-System beeinträchtigen können. Dazu können lieferkettenspezifische Beobachtungspunkte etabliert werden, z. B. Integritätsprüfungen vortrainierter Modelle, Schwachstellen-Feeds für eingesetzte Modellbibliotheken, Schema- und Qualitätsüberwachung externer Datenquellen oder Statusmeldungen vorgelagerter API-Dienste. Ergänzend können lieferkettenbezogene Ereignisse erfasst werden, z. B. Bezug und Integritätsprüfungen vortrainierter Modelle, Versionswechsel externer Datenquellen, Sicherheitswarnungen zu eingesetzten Modellbibliotheken oder Authentifizierungsereignisse an Lieferantenschnittstellen; Kontextangaben zur Lieferantenidentität, zur betroffenen Komponente und zur Versionsherkunft sind dabei zweckmäßig. Eine Logstruktur, die eine Korrelation entlang der Lieferkette und mit einer Software- bzw. Model-Bill-of-Materials ermöglicht, ist erstrebenswert. Ergänzend dazu sind Threat-Intelligence-Quellen zu KI-Lieferketten zweckmäßig. Darüber hinaus ist eine periodische Neubewertung der Lieferkettentopologie empfehlenswert, sodass neue Abhängigkeiten und Risiken zeitnah in das Monitoring übernommen werden können.

Betreiber: Die Anforderung dient dazu, dass Veränderungen und Anomalien aus vorgelagerten Komponenten der Lieferkette frühzeitig im eigenen Einsatzkontext erkannt und mit ausreichendem forensischem Kontext erfasst werden. Dazu können Statusinformationen, Sicherheitsmeldungen und Updates des Anbieters und weiterer Lieferanten systematisch beobachtet und bewertet werden, z. B. zu Modellversionen, vortrainierten Komponenten oder integrierten Drittdiensten. Anomalien an Schnittstellen zu vorgelagerten Diensten können überwacht werden, z. B. ungewöhnliche Antwortzeiten, Schemaabweichungen oder Verfügbarkeitseinbrüche. Ergänzend können Interaktionen mit vorgelagerten Diensten konsistent protokolliert werden, z. B. Modellbezüge, Versionswechsel, eingehende Sicherheitsmeldungen sowie Authentifizierungs- und Integritätsereignisse an Lieferantenschnittstellen; eine zentrale Sammlung mit Bezug zur Lieferkettentopologie ist zweckmäßig. Aufbewahrung und Schutz der Protokolle entsprechend dem Risiko der Lieferkettenabhängigkeit sind erstrebenswert, sodass eine spätere Aufarbeitung von lieferkettenbezogenen Vorfällen möglich bleibt. Ergänzend dazu ist eine periodische Anpassung der Monitoring-Schwerpunkte an Veränderungen in der Lieferkette zweckmäßig.",für sicherheitsrelevante Ereignisse in der Lieferkette,Monitoring-Prozess,normal-SdT,2,Grundmodul; Monitoring; Robustness; Anbieter; Betreiber,Dienstleistungen,Monitoring-Konzept KI-System,019eb768-15e8-7802-a82c-baf874814b61
OPS,Betrieb und Überwachung,OPS.1,Monitoring in Produktion,OPS.1.8,Logging-Prozess verankern,requirement,SOLLTE,verankern,"Betrieb und Überwachung fuer Richtlinien SOLLTE Logging-Prozess bestehend aus dem Festlegen der Protokollinhalte und Metadaten unter Berücksichtigung des Qualitäts- und Risikomanagements, dem Definieren von Aufbewahrungsfristen und Speicherstrukturen, dem Implementieren technischer und organisatorischer Schutzmaßnahmen, dem Erfassen und Speichern der Protokolldaten, dem Auswerten der Protokolle sowie dem Überprüfen und Anpassen des Protokollierungskonzepts zur Identifikation von Ereignissen und Vorfällen des KI-Systems verankern.","Anbieter: Ziel ist es, dass die Protokollierung als belastbare Grundlage für Nachvollziehbarkeit, Fehleranalyse, Sicherheitsüberwachung und regulatorische Nachweise dient und dabei spezifische Anforderungen an KI-Systeme abdeckt. Eine Orientierung an etablierten Standards wie strukturierten Logformaten und einheitlichen Zeitbasen ist zweckmäßig; Vertraulichkeit, Integrität und Manipulationsschutz der Logs können durch geeignete kryptografische und organisatorische Maßnahmen unterstützt werden. Ergänzend dazu ist eine sorgsame Abwägung zwischen Beweiskraft und Datenschutz erstrebenswert, z.B. durch Pseudonymisierung sensibler Inhalte oder differenzierte Aufbewahrungsregeln. Die Auslegbarkeit der Logs für Audits, automatisierte Auswertung und forensische Analyse ist ein zentrales Qualitätsmerkmal.

Betreiber: Zweck der Anforderung ist es, dass die Protokollierung den eigenen rechtlichen, organisatorischen und betrieblichen Anforderungen genügt und in die bestehende Log-Landschaft konsistent eingebettet ist. Dazu kann eine Anbindung an zentrale Log-Management- oder SIEM-Systeme erfolgen, ergänzt um Vorgaben zu Aufbewahrung, Zugriff und Löschung gemäß interner Richtlinien und rechtlicher Anforderungen, branchenspezifische Aufbewahrungspflichten. Eine Trennung verschiedener Vertraulichkeitsstufen sowie Schutz vor unbefugtem Zugriff sind erstrebenswert. Ergänzend dazu sind regelmäßige Stichproben zur Vollständigkeit, eine bewusste Steuerung des Logvolumens sowie Prozesse zur revisionssicheren Beweissicherung im Vorfallsfall zweckmäßig.","bestehend aus dem Festlegen der Protokollinhalte und Metadaten unter Berücksichtigung des Qualitäts- und Risikomanagements, dem Definieren von Aufbewahrungsfristen und Speicherstrukturen, dem Implementieren technischer und organisatorischer Schutzmaßnahmen, dem Erfassen und Speichern der Protokolldaten, dem Auswerten der Protokolle sowie dem Überprüfen und Anpassen des Protokollierungskonzepts zur Identifikation von Ereignissen und Vorfällen des KI-Systems",Logging-Prozess,normal-SdT,3,Grundmodul; Logging; Anbieter; Betreiber,Richtlinien,Logging-Konzept KI-System,
OPS,Betrieb und Überwachung,OPS.2,Incident Response & Rollback,OPS.2.1,Sicherheitsvorfallmeldeprozess verankern,requirement,SOLLTE,verankern,"Betrieb und Überwachung fuer Richtlinien SOLLTE Sicherheitsvorfallmeldeprozess bestehend aus der Definition, Feststellung und Meldung schwerwiegender Vorfälle an zuständige Meldestellen im Betrieb unter Berücksichtigung der KI-Policy verankern.","Anbieter: Zweck der Anforderung ist es, dass die Meldung schwerwiegender Vorfälle regulatorisch abgestimmt und fristgerecht erfolgt. Dazu können relevante Meldepflichten erhoben und in eine Taxonomie schwerwiegender Vorfälle überführt werden; Meldefristen, Vorlagen für Vorfallsakten sowie Verfahren zur Benachrichtigung von Betreibern, Nutzenden und ggf. betroffenen Personen sind zweckmäßig. Ergänzend dazu können Erkennungs- und Klassifizierungsmechanismen mit Schwellwerten ausgestaltet werden. Darüber hinaus sind Folgeberichte sowie die Dokumentation während Einspielen, Betrieb sowie Validierung und Überwachung erstrebenswert.

Betreiber: Ziel ist es, dass schwerwiegende Vorfälle erkannt, eskaliert und fristgerecht an zuständige Meldestellen gemeldet werden. Dazu können die Vorgaben des Anbieters auf den Einsatzkontext angepasst und Kontaktstellen sowie Eskalationswege intern und extern bereitgehalten werden. Ergänzend dazu sind Fristen gegenüber Aufsichtsstellen zu beachten; Vorfallsakten mit Beschreibung, Ursachenanalyse, Betroffenheit, Zeitlinie und Maßnahmen können geführt und Benachrichtigungen an Nutzende und ggf. betroffene Personen vorgesehen werden. Darüber hinaus sind Folgeberichte an Behörden zweckmäßig; Ergebnisse können an den Anbieter zurückgespielt werden.","bestehend aus der Definition, Feststellung und Meldung schwerwiegender Vorfälle an zuständige Meldestellen im Betrieb unter Berücksichtigung der KI-Policy",Sicherheitsvorfallmeldeprozess,normal-SdT,2,Grundmodul; Accountability; Monitoring; Transparency; Anbieter; Betreiber,Richtlinien,Vorfallbericht KI-System,019eb768-15e7-77bb-b22e-3c3e541a7511
OPS,Betrieb und Überwachung,OPS.2,Incident Response & Rollback,OPS.2.2,Not-Aus und Fallback verankern,requirement,SOLLTE,verankern,Betrieb und Überwachung fuer Anwendungen SOLLTE Not-Aus- und Fallback-Mechanismen des KI-Produkts einschließlich fail-safe-Zuständen und -Verhalten verankern.,"Anbieter: Ziel ist es, dass das KI-Produkt bei Fehlfunktionen schnell in einen sicheren Zustand überführt wird und wesentliche Funktionen geordnet abfallen oder wiederhergestellt werden. Dazu kann eine barrierearme Not-Aus-Funktion mit klarer Priorität über alle Steuerebenen entworfen werden; sichere Zustände und Verhalten sind zu definieren, z.B. definierte Abschaltungen oder herabgestufte Modi. Ergänzend dazu sind Tests und Validierungen über relevante Fehlerszenarien zweckmäßig, z.B. außerhalb des Einsatzbereichs. Darüber hinaus umfasst dies die Dokumentation von Notfallabläufen, Rückfallverhalten, Wiederherstellungsprozessen und -zeiten sowie eine begründete Sicherheitsargumentation.

Betreiber: Zweck der Anforderung ist es, dass im Betrieb sichere Abschaltung und Kontinuität gewährleistet werden. Dazu kann die Not-Aus-Funktion gut zugänglich konfiguriert und regelmäßig geübt werden; Betriebsgrenzen und Indikatoren für Verletzungen des Einsatzbereichs sind festzulegen und zu überwachen. Ergänzend dazu können Wiederherstellungsprozesse einschließlich definierter Wiederanlaufzeiten vorbereitet und im Zielumfeld verifiziert werden. Darüber hinaus ist eine klare Rollen- und Eskalationsordnung sinnvoll; Schulungen des Personals zu Notfall- und Rückfallprozeduren sowie Protokollierung von Auslösungen und Tests können die Wirksamkeit nachweisen.",einschließlich fail-safe-Zuständen und -Verhalten,Not-Aus- und Fallback-Mechanismen des KI-Produkts,normal-SdT,2,Grundmodul; HAO; Robustness; Anbieter; Betreiber,Anwendungen,Notfallplan KI-System,
OPS,Betrieb und Überwachung,OPS.2,Incident Response & Rollback,OPS.2.3,Incident-Management-Prozess verankern,requirement,SOLLTE,verankern,"Betrieb und Überwachung fuer Richtlinien SOLLTE Incident-Management-Prozess bestehend aus dem Definieren von (ggf. fehlenden) Vorfallstypen und Klassifizierung unter Berücksichtigung des Qualitäts- und Risikomanagements, dem Festlegen von Rollen, Meldewegen und Eskalationspfaden, dem Erkennen, Klassifizieren und Dokumentieren von Vorfällen, dem Eindämmen und Überführen in einen sicheren Zustand, dem Benachrichtigen relevanter Stakeholder, dem Analysieren der Ursachen, sowie dem Umsetzen von Korrektur- und Wiederherstellungsmaßnahmen verankern.","Anbieter: Ziel ist es, dass das Incident-Management als geschlossener Regelkreis mit messbarer Wirksamkeit ausgestaltet ist und KI-spezifische Vorfallsarten gleichberechtigt neben klassischen IT-Sicherheitsvorfällen behandelt. Eine Anbindung an bestehende Sicherheitsorganisation ist zweckmäßig, ergänzt um KI-spezifische Expertise für Phänomene wie Modellmanipulation, Prompt Injection oder Datenvergiftung. Übungen, z.B. Tabletop-Exercises mit realistischen KI-Szenarien, sind erstrebenswert. Ergänzend dazu kann der Prozess so gestaltet werden, dass Erkenntnisse strukturiert in Entwicklungs-, Monitoring- und Risikomanagementprozesse zurückfließen; Schnittstellen zu Sicherheitsvorfallmeldepflichten und zur Kommunikation mit Betreibern sind sinnvoll.

Betreiber: Zweck der Anforderung ist es, dass Vorfälle im Einsatzkontext zuverlässig adressiert werden und KI-spezifische Aspekte angemessen mitbehandelt werden. Eine Integration in das bestehende Incident-Management der Organisation ist zweckmäßig, sodass keine isolierten KI-Sonderprozesse entstehen; KI-typische Vorfallsarten wie Modellmissbrauch, Halluzinationen mit Folgewirkung oder Drift-getriebene Fehlentscheidungen können explizit verankert werden. Klare Schnittstellen zum Anbieter sind erstrebenswert, z.B. für Eskalation, Informationsaustausch und Bereitstellung von Modellupdates. Ergänzend dazu sind regelmäßige Übungen sowie eine Rückkopplung der Lessons Learned in Risikomanagement, Schulungen und Konfigurationsanpassungen sinnvoll.","bestehend aus dem Definieren von (ggf. fehlenden) Vorfallstypen und Klassifizierung unter Berücksichtigung des Qualitäts- und Risikomanagements, dem Festlegen von Rollen, Meldewegen und Eskalationspfaden, dem Erkennen, Klassifizieren und Dokumentieren von Vorfällen, dem Eindämmen und Überführen in einen sicheren Zustand, dem Benachrichtigen relevanter Stakeholder, dem Analysieren der Ursachen, sowie dem Umsetzen von Korrektur- und Wiederherstellungsmaßnahmen",Incident-Management-Prozess,normal-SdT,3,Grundmodul; Monitoring; Robustness; Anbieter; Betreiber,Richtlinien,Notfallplan KI-System,
OPS,Betrieb und Überwachung,OPS.2,Incident Response & Rollback,OPS.2.4,Incident-Management-Prozess für sicherheitsrelevante Ereignisse in der Lieferkette,requirement,SOLLTE,verankern,Betrieb und Überwachung fuer Dienstleistungen SOLLTE Incident-Management-Prozess für sicherheitsrelevante Ereignisse in der Lieferkette verankern.,"Anbieter: Ziel ist es, dass sicherheitsrelevante Ereignisse aus der Lieferkette spezifisch erkannt und behandelt werden, da diese außerhalb des direkten Einflussbereichs entstehen, sich aber unmittelbar auf das KI-System auswirken können. Dazu können lieferkettenbezogene Ereignistypen katalogisiert werden, z.B. kompromittierte Trainingsdatenquellen, manipulierte vortrainierte Modelle, verwundbare Bibliotheken in Modellpipelines oder Sicherheitsvorfälle bei Cloud- oder API-Anbietern. Ergänzend dazu sind Untersuchungs- und Reaktionsverfahren zweckmäßig, die die Beteiligung vorgelagerter Lieferanten, vertragliche Meldepflichten und gemeinsame Forensik berücksichtigen. Darüber hinaus können Bezugsquellen für Threat Intelligence zu KI-Lieferketten und Software-Bill-of-Materials-Daten in die Erkennungslogik einbezogen werden.

Betreiber: Die Anforderung dient dazu, dass lieferkettenbezogene Sicherheitsereignisse, deren Ursprung beim Anbieter, bei Modell- oder Datenlieferanten liegt, im eigenen Einsatzkontext wirksam adressiert werden. Dazu können Meldungen vorgelagerter Anbieter zu Schwachstellen, Modellupdates oder Vorfällen strukturiert entgegengenommen und bewertet werden, z.B. zu kompromittierten Modellen oder betroffenen Trainingsdaten. Eskalationswege zu Lieferanten mit definierten Reaktionszeiten sind zweckmäßig. Ergänzend dazu ist eine Bewertung des Folge-Risikos für den eigenen Betrieb erstrebenswert, einschließlich vorbereiteter Maßnahmen wie temporäre Aussetzung der Nutzung, Wechsel auf ein Rückfallmodell oder zusätzliche Eingangs- und Ausgangsprüfungen.",für sicherheitsrelevante Ereignisse in der Lieferkette,Incident-Management-Prozess,normal-SdT,2,Grundmodul; Monitoring; Robustness; Anbieter; Betreiber,Dienstleistungen,Notfallplan KI-System,019eb768-15e8-7e32-87c6-7b7901d65960
OPS,Betrieb und Überwachung,OPS.3,Iteration: Retraining & Updates,OPS.3.1,Qualitätsmaßanpassungsprozess verankern,requirement,SOLLTE,verankern,"Betrieb und Überwachung fuer Richtlinien SOLLTE Qualitätsmaßanpassungsprozess bestehend aus der Festlegung geeigneter Qualitätsmaße und Angemessenheitskriterien (z. B. Use-Case-Relevanz, Risikoprofil, Metrikdefinition und Schwellenwerte), der nachvollziehbaren Herleitung einschließlich Annahmen, Datengrundlagen und Validierungsergebnissen, der Definition von Anpassungstriggern bei Änderungen von Anforderungen, Daten, Modellen oder Risiken, der formellen Freigabe und regelmäßigen Überprüfung sowie der Festlegung von Zuständigkeiten und revisionssicherer Dokumentation verankern.","Anbieter: Ziel ist es, dass ein belastbares und nachvollziehbares Vorgehen zur Festlegung und Anpassung geeigneter Qualitätsmaße etabliert wird, damit Performance und Risiken des KI-Systems über den Lebenszyklus konsistent bewertet werden können. Dazu kann der Prozess dokumentiert, formell freigegeben und regelmäßig überprüft werden; Kriterien für die Angemessenheit wie Use-Case-Relevanz, Risikoprofil, Metrikdefinition und Schwellenwerte können definiert werden. Vorgehen und Trigger zur Anpassung bei Änderungen von Anforderungen, Daten, Modellen oder Risiken können festgelegt werden. Die Herleitung inkl. Annahmen, Datengrundlagen und Validierungsergebnissen kann nachvollziehbar dokumentiert werden; Zuständigkeiten können bestimmt und Nachweise versioniert und revisionssicher aufbewahrt werden.

Betreiber: Ziel ist es, dass die vom Anbieter festgelegten Qualitätsmaße im eigenen Einsatzkontext wirksam angewendet und betriebliche Bewertungsprozesse daran ausgerichtet werden. Dazu kann die Übernahme der Anbieter-Qualitätsmaße in betriebliche Monitoring- und Reporting-Prozesse gehören; ergänzend können betriebsspezifische KPIs, z. B. Nutzerzufriedenheit, Prozessdurchlaufzeiten oder Eskalationshäufigkeit, für die eigene Steuerung definiert werden, ohne die Qualitätsmaße des KI-Systems selbst zu verändern. Messergebnisse können protokolliert, gegen die vom Anbieter vorgegebenen Schwellenwerte gespiegelt und in Management-Reviews einbezogen werden. Ergänzend dazu können Abweichungen gegenüber den Anbieter-Vorgaben dokumentiert und an den Anbieter gemeldet werden.","bestehend aus der Festlegung geeigneter Qualitätsmaße und Angemessenheitskriterien (z. B. Use-Case-Relevanz, Risikoprofil, Metrikdefinition und Schwellenwerte), der nachvollziehbaren Herleitung einschließlich Annahmen, Datengrundlagen und Validierungsergebnissen, der Definition von Anpassungstriggern bei Änderungen von Anforderungen, Daten, Modellen oder Risiken, der formellen Freigabe und regelmäßigen Überprüfung sowie der Festlegung von Zuständigkeiten und revisionssicherer Dokumentation",Qualitätsmaßanpassungsprozess,normal-SdT,3,Grundmodul; AIGOV; Anbieter; Betreiber,Richtlinien,Wirksamkeitsbewertung KI-System,
OPS,Betrieb und Überwachung,OPS.4,Maintenance & Support,OPS.4.1,Beschwerde- und Feedbackprozess verankern,requirement,SOLLTE,verankern,"Betrieb und Überwachung fuer Nutzende SOLLTE Beschwerde- und Feedbackprozess zur Einreichung und Bearbeitung von Beschwerden einschließlich regelmäßiger Überprüfung von Nutzerfeedback und Bereitstellung von Informationen zum Einspruchsverfahren, Feedbackkanäle und Feedbackmechanismus, sowie Nutzung der Erkenntnisse für das Risiko- und Qualitätsmanagement verankern.","Anbieter: Ziel ist es, wirksame Beschwerdekanäle und verwertbare Nutzerrückmeldungen für Qualitätssicherung und Risikosteuerung zu ermöglichen. Dazu können barrierefreie Einreichungswege bereitgestellt werden, z. B. Formular, in der Anwendung oder per E-Mail; in der Benutzeroberfläche können klare Hinweise auf Feedback- oder Beschwerdeverfahren platziert werden. Kategorisierung, Fristen und Eskalation sind als Arbeitsablauf zweckmäßig; regelmäßige Auswertung und Dokumentation können die Nachvollziehbarkeit unterstützen. Ergänzend dazu können Form- und Ablauftests sowie Prüfungen der Nutzerfreundlichkeit und Barrierefreiheit erfolgen.

Betreiber: Ziel ist es, dass Nutzende Beschwerdewege kennen, nutzen können und Rückmeldungen erhalten. Dazu können Kanäle im Betrieb konfiguriert, Ansprechstellen und Service-Level definiert werden; ein Ticketsystem und Protokollierung können die Nachvollziehbarkeit fördern. Nutzende können über Beschwerdewege informiert werden, z. B. in häufigen Fragen, über den Support oder bei der Einarbeitung. Rückmeldungen können regelmäßig gesichtet, Trends und Risiken adressiert und relevante Punkte an den Anbieter zurückgespielt werden. Ergänzend dazu ist die Zugänglichkeit im konkreten Nutzungskontext zweckmäßig zu prüfen; Erkenntnisse zur Nutzerfreundlichkeit können in Verbesserungen der Prozesse und Texte einfließen.","zur Einreichung und Bearbeitung von Beschwerden einschließlich regelmäßiger Überprüfung von Nutzerfeedback und Bereitstellung von Informationen zum Einspruchsverfahren, Feedbackkanäle und Feedbackmechanismus, sowie Nutzung der Erkenntnisse für das Risiko- und Qualitätsmanagement",Beschwerde- und Feedbackprozess,normal-SdT,2,Grundmodul; HAO; Transparency; Anbieter; Betreiber,Nutzende,Anfechtungs- und Beschwerdeprotokoll,
RET,Retirement,RET.1,Decommissioning / Retirement,RET.1.1,End-of-Life-Prozess verankern,requirement,SOLLTE,verankern,"Retirement fuer Anwendungen SOLLTE End-of-Life-Prozess bestehend aus der Festlegung, Dokumentation und Umsetzung von Regelungen und Verfahren zur Außerbetriebnahme, der Bewertung von Abhängigkeiten und Auswirkungen sowie der geordneten Deaktivierung, Archivierung oder Löschung des KI-Systems und seiner Daten verankern.","Anbieter: Ziel ist es, ein geordnetes Abschalten mit Transparenz und Nachvollziehbarkeit sicherzustellen. Dazu kann eine Deaktivierungsplanung für technische Komponenten einschließlich Rollen und Rechten sowie definierter Auslöser erfolgen; eine rechtzeitige, kanalgerechte Kommunikation an Betroffene, gegebenenfalls mit Ersatzlösung, ist zweckmäßig. Archivierung oder Verwerfen mit Begründung zu Modellparametern, Trainings- und Betriebsdaten, Nutzerkommunikation und Protokollen kann vorgesehen werden. Ergänzend dazu können Richtlinien und Verfahren konsistent dokumentiert und an die Qualitätsvorgaben für Betrieb und Sicherheit ausgerichtet werden.

Betreiber: Ziel ist es, Betriebsunterbrechungen zu minimieren und Compliance im Übergang zu wahren. Dazu kann die Anbieterkommunikation frühzeitig für Übergangs- und Ersatzplanung genutzt werden, einschließlich Bewertung von Schnittstellen- und Datenabhängigkeiten; Deaktivierungsmaßnahmen können operativ flankiert werden, z. B. Berechtigungen sowie Änderungs- und Vorfallkoordination. Archivierung oder Löschung kann mit dem Anbieter abgestimmt und interne Aufbewahrungsfristen, vertragliche Pflichten und Protokolle können berücksichtigt werden. Ergänzend dazu ist es empfehlenswert, Geschäftskontinuitätsaspekte und Nutzerinformation im eigenen Kontext zu koordinieren.","bestehend aus der Festlegung, Dokumentation und Umsetzung von Regelungen und Verfahren zur Außerbetriebnahme, der Bewertung von Abhängigkeiten und Auswirkungen sowie der geordneten Deaktivierung, Archivierung oder Löschung des KI-Systems und seiner Daten",End-of-Life-Prozess,normal-SdT,3,Grundmodul; AIGOV; Anbieter; Betreiber,Anwendungen,End-of-Life-Plan KI-System,
