term,definition,sources,source_anchor
Social Engineering Attacks,"The act of deceiving an individual into revealing sensitive information, obtaining unauthorized access, or committing fraud by associating with the individual to gain confidence and trust.",https://csrc.nist.gov/glossary/term/social_engineering,https://cloudsecurityalliance.org/cloud-security-glossary#social-engineering-attacks
Social Media,"A presentation modality links users together to exchange messages, photos, etc. to network and communicate one-on-one or in groups.",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#social-media
Software,"A collection of data or computer instructions that tell the computer how to work. Physical hardware, from which the system is built, performs the work.","Cambridge Dictionary. (2021, August 11). Software . https://dictionary.cambridge.org/dictionary/ english/software.",https://cloudsecurityalliance.org/cloud-security-glossary#software
Software Architecture,"The structure or structures of the system, which comprise software elements, the externally visible properties of those elements, and the relationships among them.","Bass, L., Clements, P. C., & Kazman, R. (2012, September). Software Architecture in Practice, Third Edition. https://resources.sei.cmu.edu/library/asset-view.cfm?assetid=30264.",https://cloudsecurityalliance.org/cloud-security-glossary#software-architecture
Software Composition Analysis (SCA),Security testing that analyzes application source code or compiled code for software components with known vulnerabilities.,"Note 1 to entry: software components in software composition analysis may include open source, libraries and common code. Note 2 to entry: known vulnerabilities may be discovered via vulnerability databases such as CVE. | The Six Pillars of DevSecOps: Automation : CSA",https://cloudsecurityalliance.org/cloud-security-glossary#software-composition-analysis-sca
Software Delivery Pipeline,Set of automated processes used for delivering software from conception to deployment.,The Six Pillars of DevSecOps: Automation : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#software-delivery-pipeline
Software Design Pattern,"A general, reusable solution to a commonly occurring problem within a given context in software design. It is not a finished design that can be transformed directly into source or machine code. Rather, it is a description or template for how to solve a problem that can be used in many different situations.","Wikipedia contributors. (2021a, June 14). Software design pattern . Wikipedia. https://en.wikipedia. org/wiki/Software_design_pattern",https://cloudsecurityalliance.org/cloud-security-glossary#software-design-pattern
Software Development Lifecycle (SDLC),"A formal or informal methodology for designing, creating, and maintaining software (including code built into hardware)",https://csrc.nist.gov/glossary/term/software_development_life_cycle,https://cloudsecurityalliance.org/cloud-security-glossary#software-development-lifecycle-sdlc
Software Development Lifecycle (SDLC),"A formal or informal methodology for designing, creating, and maintaining software (including code built into hardware). The scope of activities associated with a system, encompassing the system’s initiation, development and acquisition, implementation, operation and maintenance, and ultimately its disposal that instigates another system initiation.",https://csrc.nist.gov/glossary/term/sdlc,https://cloudsecurityalliance.org/cloud-security-glossary#software-development-lifecycle-sdlc
Software Management,"The application of management activities-planning, coordinating, measuring, monitoring, controlling, and reporting-to ensure that the development and maintenance of software is systematic, disciplined, and quantified. This includes measurement at distinct points in time for the purpose of systematically controlling changes to the configuration and maintaining the integrity and traceability of the configuration throughout the system life cycle.",Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#software-management
Software Quality Assurance,Software Quality Assurance is the process of testing software and tracking the defects found. Applications should be tested for security vulnerabilities as part of the software quality assurance process.,Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Application Services,https://cloudsecurityalliance.org/cloud-security-glossary#software-quality-assurance
Software Token,"Are applications that run on a phone or computer that generate one time passwords for human entry or need to be plugged into a reader. Software tokens could be compromised if the user’s device is compromised, and this risk needs to be considered in any threat model.","SDP systems can rely on software tokens as a form of MFA, just as they can rely on a hardware token for MFA. SDPs may use cryptographically secured tokens to transmit information (such as application authorizations) between its components. | https://downloads.cloudsecurityalliance.org/assets/research/security-guidance/security-guidance-v4-FINAL.pdf | https://downloads.cloudsecurityalliance.org/assets/research/sdp/SDP-glossary.pdf",https://cloudsecurityalliance.org/cloud-security-glossary#software-token
Software as a Service (SaaS),"Is a full application that is managed and hosted by the provider. Consumers access it with a web browser, mobile app, or a lightweight client app.",Disaster Recovery as a Service : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#software-as-a-service-saas
Software bill of materials (SBOM),A formal record containing the details and supply chain relationships of various components used in building software. Software developers and vendors often create products by assembling existing open source and commercial software components. The SBOM enumerates these components in a product.,https://csrc.nist.gov/glossary/term/software_bill_of_materials,https://cloudsecurityalliance.org/cloud-security-glossary#software-bill-of-materials-sbom
Software-Defined Network (SDN),An approach to computer networking that allows network administrators to manage network services through abstractions of higher-level functionality. SDNs manage the networking infrastructure. This is done by decoupling the system that makes decisions about where traffic is sent (the control plane) from the underlying systems that forward traffic to the selected destination (the data plane).,"SDPs secure all connections to the services running on the networking infrastructure. So, while SDN is the notion of establishing a dynamic networking infrastructure… getting users to connect point to point, fast and efficiently, with as much throughput as possible, SDP is about the ability to secure every connection at all layers of this dynamic network infrastructure. | https://ieeexplore.ieee.org/abstract/document/6819788 | https://downloads.cloudsecurityalliance.org/assets/research/sdp/SDP-glossary.pdf",https://cloudsecurityalliance.org/cloud-security-glossary#software-defined-network-sdn
Software-Defined Perimeter (SDP),A network security architecture that is implemented to provide security at Layers 1-7 of the OSI network stack. An SDP implementation hides assets and uses a single packet to establish trust via a separate control and data plane prior to allowing connections to hidden assets.,"A secure perimeter that is created based on policies to isolate services from unsecured networks. It’s designed to provide an on-demand, dynamically provisioned air-gapped network, by first authenticating users and devices prior to authorizing the user/device combination to securely connect to the isolated services. Unauthorized users and devices are unable to connect to the protected resources. SDPs make extensive use of encryption, including mutual TLS for inter-component communications, and an HMAC within the single-packet authorization packet. | https://cloudsecurityalliance.org/artifacts/software-defined-perimeter-and-zero-trust/ | https://downloads.cloudsecurityalliance.org/assets/research/sdp/SDP-glossary.pdf",https://cloudsecurityalliance.org/cloud-security-glossary#software-defined-perimeter-sdp
Software-Defined Wide Area Network (SD WAN),"Provides a replacement for traditional WAN routers and are agnostic to WAN transport technologies. SD-WAN provides dynamic, policy-based, application path selection across multiple WAN connections and supports service chaining for additional services such as WAN optimization and firewalls.","While SD-WANs manage the infrastructure for IP networking, SDPs secure connections that use the infrastructure provided by SD-WANs. | https://www.gartner.com/en/information-technology/glossary/software-defined-wan-sd-wan | https://downloads.cloudsecurityalliance.org/assets/research/sdp/SDP-glossary.pdf",https://cloudsecurityalliance.org/cloud-security-glossary#software-defined-wide-area-network-sd-wan
Solution,"A solution is the application of architecture, patterns, and design effort to solve a specific industry need or business problem. A solution intends to provide ongoing customer and business owner value.",Microservices Architecture Pattern : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#solution
Source Code Management,"A form of version control for source code that allows for versioning of software, branching software into different releases, and controlling access to software.",Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#source-code-management
Source Code Scanning,The method of identifying security bugs in software with static code analysis tools.,Enterprise Architecture Reference Guide v2 : CSA : Security and Risk Management (SRM) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#source-code-scanning
Speech Recognition (IVR),Speech recognition can translate the spoken word into computer input. Interactive Voice Response (IVR) systems provide a menu of choices that a person can respond to to interact with a system.,Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#speech-recognition-ivr
Spoofing,"Impersonating, masquerading or otherwise falsely assuming an identity, characteristic or claim about oneself. In cloud testing, spoofing often takes the form of stealing cloud environment credentials to leverage their identity’s privileges.",Cloud Penetration Testing : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#spoofing
Sprints,"Short time frame, in which a set of software features is developed, leading to a working product that can be demonstrated to stakeholders",https://www.iso.org/obp/ui#iso:std:iso-iec-ieee:24765:ed-2:v1:en:term:3.3914,https://cloudsecurityalliance.org/cloud-security-glossary#sprints
Stakeholders,"A person or organization (3.3) that can affect, be affected by, or perceive itself to be affected by a decision or activity. A system stakeholder is a individual, team, organization, or classes (3.1.12.2) thereof, having an interest in a system (3.1.2.1)",Stakeholder is defined in https://www.iso.org/obp/ui#iso:std:iso:ts:37008:ed-1:v1:en:term:3.7 System Stakeholder is defined in https://www.iso.org/obp/ui#iso:std:iso:ts:14812:ed-1:v1:en:term:3.1.3.4,https://cloudsecurityalliance.org/cloud-security-glossary#stakeholders
Standards & Guidelines,"This capability is a complement for the Architecture Governance, outlines all the technology standards, and guidelines regarding how they can be consumed across the organization. These standards should include alignment with the organization’s strategy, industry standards, principles, patterns that can be reused across the organization, among other elements necessary to ensure consistent implementation and adoption.",Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#standards-guidelines
Stateful Firewall,"a firewall that maintains a “state” or stores information about active network connections. When a connection is opened, the firewall begins tracking it and updates its internal state as new packets are inspected and processed by the firewall. A stateless firewall differs from a stateful one in that it doesn’t maintain an internal state from one packet to another. Instead, each packet is evaluated based on the data that it contains in its header.",https://www.checkpoint.com/cyber-hub/network-security/what-is-firewall/what-is-a-stateful-firewall/stateful_vs_stateless_firewall/,https://cloudsecurityalliance.org/cloud-security-glossary#stateful-firewall
Static Vulnerability Scanning,"With respect to application pre-deployment testing, used to identify and mitigate potential security threats. There are two main types of scans: static and dynamic. Static scanning analyzes source code (Infrastructure as Code - IaC) and configurations at rest, including files like Virtual Machine images or templates, container images, Dockerfiles, docker-compose files, Kubernetes YAMLs, Terraform or Cloudformation files, etc.",https://www.isaca.org/resources/glossary#glosss,https://cloudsecurityalliance.org/cloud-security-glossary#static-vulnerability-scanning
Static Application Security Testing (SAST),"Security testing that analyzes application source code for software vulnerabilities and gaps against best practices. Note 1 to entry: Static analysis can be performed in multiple environments including the developer’s IDE, source code, and binaries. Note 2 to entry: Also called “white box testing”",The Six Pillars of DevSecOps: Automation : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#static-application-security-testing-sast
Storage,A function that records data and supports retrieval (SNIA Dictionary).,Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Infrastructure Services,https://cloudsecurityalliance.org/cloud-security-glossary#storage
Storage Services,"Concerned with the provisioning, migration and sanitization of physical storage in the infrastructure. Controls at this level assure that storage is available when required, its redundancy/reliability requirements match the service requirements, etc.",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Infrastructure Services,https://cloudsecurityalliance.org/cloud-security-glossary#storage-services
Storage Virtualization,"Concerned with how virtualized storage is created, allocated and managed. This includes both ‘block-based’ storage such as a SAN (Storage Area Network) and ‘file-based’ virtualization such as NAS (Network Attached Storage) whether provided by a file server or appliance. Controls at this level assure that the storage is adequate to requirements, properly segregated and secured and that its performance matches the profile specified in the service level agreement.",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Infrastructure Services,https://cloudsecurityalliance.org/cloud-security-glossary#storage-virtualization
StorageDevice Based,"Storage device controllers may allow virtualization of disk volumes (e.g., a hardware RAID controller that groups multiple physical volumes or sections of columns into a single host-visible RAID-5 array).",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Infrastructure Services,https://cloudsecurityalliance.org/cloud-security-glossary#storagedevice-based
Strangle,"A “Strangler” is a reference model that is used to describe the process of modernizing a monolithic application into a microservices architecture, by adding new microservices to the application over time, while decommissioning certain features of the monolith over time. It is a dissect and transition as you develop on the go model.",Microservices Architecture Pattern : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#strangle
Strategy,"The strategy information within ITOS represents the business and technology trends affecting the enterprise, gap analysis of current capabilities against desired capabilities, and the investments required to fill the gaps.",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Information Services,https://cloudsecurityalliance.org/cloud-security-glossary#strategy
Strategy Alignment,Process-oriented to understand the business needs and strategy and ensure that Information Technology and the Security and Risk Management strategies are aligned to support those objectives within the roadmap.,Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#strategy-alignment
Stress & Volume Testing,"Performance and capacity tests seek to determine the workload level at which a service level objective is violated or the maximum workload that can be supported without violating a service level objective, respectively.",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Application Services,https://cloudsecurityalliance.org/cloud-security-glossary#stress-volume-testing
Structured Query Language (SQL) Injection,"These attacks, which are still quite common on the Internet, look for web sites that pass insufficiently processed user input to database back-ends and then send carefully-crafted input that will cause exposure of database records, and possibly allow destruction of databases.",https://nvlpubs.nist.gov/nistpubs/Legacy/IR/nistir7682.pdf,https://cloudsecurityalliance.org/cloud-security-glossary#structured-query-language-sql-injection
Switched,A more complex storage area network architecture that includes a switching network to connect hosts with LUNs. Switched SANs may either be based on fibre channel or fibre channel over Ethernet (FCoE) or iSCSI.,Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Infrastructure Services,https://cloudsecurityalliance.org/cloud-security-glossary#switched
Symmetric Encryption,A single shared secret held by one or more authorized parties for encrypting and decrypting data and communications.,https://www.sciencedirect.com/topics/computer-science/symmetric-encryption,https://cloudsecurityalliance.org/cloud-security-glossary#symmetric-encryption
Symmetric Keys,"Also referred to as a symmetric cryptographic cipher, both parties must use the same key for encryption and decryption. The encryption keys must be shared between the parties before any decryption of the message can take place.",Enterprise Architecture Reference Guide v2 : CSA : Security and Risk Management (SRM) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#symmetric-keys
Synchronous Communication,A form of communication in which a producer (or client) task sends a message to a consumer (or server) task and waits for a reply.,https://www.iso.org/obp/ui#iso:std:iso-iec-ieee:24765:ed-2:v1:en:term:3.4082,https://cloudsecurityalliance.org/cloud-security-glossary#synchronous-communication
Syndrome decoding,This is a Non-deterministic Polynomial-time hardness (NP-hard) problem that occurs in code-based cryptography. The goal is to find a constrained solution of a linear system; that solution must have a small number of nonzero components.,Quantum Safe Security Glossary : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#syndrome-decoding
System for Cross-Domain Identity Management (SCIM),System for Cross-domain Identity Management (SCIM) is a standard for exchanging identity information between domains. It can be used for provisioning and deprovisioning accounts in external systems and for exchanging attribute information.,https://downloads.cloudsecurityalliance.org/assets/research/security-guidance/security-guidance-v4-FINAL.pdf?_ga=2.225992666.1359049959.1661450515-2107700575.1655484199,https://cloudsecurityalliance.org/cloud-security-glossary#system-for-cross-domain-identity-management-scim
TAISE,Trusted AI Safety Expert,,https://cloudsecurityalliance.org/cloud-security-glossary#taise
TCP / IP Ports,"In computer science, ports are of two types - physical ports (which is a physical docking point where other devices connect) and logical ports (which is a well-programmed docking point through which data flows over the internet). Security and its consequences lie in a logical port.","SDP communications between Client, Controller, and Gateway use the TCP / IP ports. | https://www.w3schools.in/cyber-security/ports-and-its-security/#:~:text=Cyber%20Security%20Tutorials&text=In%20computer%20science%2C%20ports%20are,lie%20in%20a%20logical%20port . | https://downloads.cloudsecurityalliance.org/assets/research/sdp/SDP-glossary.pdf",https://cloudsecurityalliance.org/cloud-security-glossary#tcp-ip-ports
TPM Virtualization,A Trusted Platform Module can store code signatures or keys that the software trusts to be unalterable by an attacker. This capability refers to a virtualized TPM instance. TPM is defined by Trusted Computing Group.,Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Infrastructure Services,https://cloudsecurityalliance.org/cloud-security-glossary#tpm-virtualization
Tampering,"Sabotage, modification or forgery of records, process or product in a harmful way, or otherwise in a fashion that serves an attacker’s other objective or attack chain. In cloud testing tampering often takes the form of altering cloud logs, changing hosted images, and tampering with API, repositories or data.",Cloud Penetration Testing : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#tampering
Technical Assessment,"Ensure that the technical risks identified, documented, and appropriate treatments are identified.",Enterprise Architecture Reference Guide v2 : CSA : Business Operation Support Services (BOSS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#technical-assessment
Technical Awareness & Training,"To increase the ability to select and implement effective technical security mechanisms, products, process and tools.",Enterprise Architecture Reference Guide v2 : CSA : Security and Risk Management (SRM) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#technical-awareness-training
Technical Debt,A design or construction approach that’s expedient in the short term but that creates a technical context in which the same work will cost more to do later than it would cost to do now (including increased cost over time).,"McConnell, S. (2013). “Managing Technical Debt (slides),” in Workshop on Managing Technical Debt (part of ICSE 2013): IEEE, 2013.",https://cloudsecurityalliance.org/cloud-security-glossary#technical-debt
Technical Security Standards,"Stipulate how specific technical security controls must be implemented (for example, a security policy might mandate at-rest encryption for a particular class of data and a technical security standard might specify that the encryption implementation must be FIPS 140-2 certified AES-256).",Enterprise Architecture Reference Guide v2 : CSA : Security and Risk Management (SRM) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#technical-security-standards
Technology Solution Services (TSS),"IT solutions can be thought of as a technology stack: at the top level are the actual interactions that the users have with the stack, with applications that accept the interactions and push data down where it may be manipulated, followed by the data that runs on them, with the computers and networks at the bottom layer. The four technology solution domains (Presentation Services, Application Services, Information Services, and Infrastructure Services) are based on the standard multi-tier architecture used to build these solutions.",Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#technology-solution-services-tss
Telehealth,"Telehealth encompasses clinical health care as well as a wide range of other services. Telehealth uses innovative technologies, such as kiosks, website monitoring applications, mobile phone applications, wearable devices, and videoconferencing, to remotely connect health care providers to patients.","Marcoux Rita M., and Vogenberg F. Randy, 2016. _Telehealth: Applications from a Legal and Regulatory Perspective, Pharmacy and Therapeutics _Vol 41 (9): P. 567–570. Retrieved from https://www.ncbi. nlm.nih.gov/pmc/articles/PMC5010268/",https://cloudsecurityalliance.org/cloud-security-glossary#telehealth
Telemetry,"In the technology and software industries, which is the focus of this article, telemetry is the process that automatically collects data from various deployments of software products.",https://csrc.nist.gov/glossary/term/telemetry,https://cloudsecurityalliance.org/cloud-security-glossary#telemetry
Tensor Processing Units (TPUs),"Tensor Processing Units (TPUs) are application-specific integrated circuits (ASICs) developed by Google specifically to accelerate machine learning workloads. TPUs are designed to efficiently handle large-scale neural network computations, providing significant performance improvements over general-purpose processors for specific AI tasks.",https://cloud.google.com/tpu/docs/intro-to-tpu,https://cloudsecurityalliance.org/cloud-security-glossary#tensor-processing-units-tpus
Terms of Service (ToS),"Terms of Service (ToS) are legal agreements between a service provider and the user, outlining the rules, responsibilities, and limitations of using the service. ToS documents typically cover aspects such as acceptable use, privacy policies, intellectual property rights, and liability limitations. They are crucial for setting clear expectations and protecting both the service provider and the user from potential legal disputes.",https://www.techtarget.com/whatis/definition/terms-of-service-ToS,https://cloudsecurityalliance.org/cloud-security-glossary#terms-of-service-tos
Test Management,The function that manages the overall process of periodic testing and subsequent review of the DRP.,Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#test-management
Testing,The process of testing all changes associated with a release to ensure they meet the requirements and will not disrupt existing services. This is a Quality Assurance function coordinated through Release Management.,Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#testing
Third Party Audits,Ensures that the services you rely upon are consistent with your security requirements.,Enterprise Architecture Reference Guide v2 : CSA : Business Operation Support Services (BOSS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#third-party-audits
Third-Party Security Service Provider (TSSP),"A common, alternative term for TPSSP is managed security service provider (MSSP). Gartner states that an MSSP provides outsourced monitoring and management of security devices and systems to cloud customers. Typical services include managed firewalls, intrusion detection, virtual private networks, vulnerability scanning, and antivirus services. The MSSPs use high availability security operation centers (either from their facilities or other data center providers) to provide 24/7 services that reduce the number of operational security personnel an enterprise needs to hire, train and retain to maintain an appropriate security maturity.",https://www.gartner.com/en/information-technology/glossary/mssp-managed-security-service-provider https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-61r2.pdf,https://cloudsecurityalliance.org/cloud-security-glossary#third-party-security-service-provider-tssp
ThirdParty,Third-party devices are owned by one business and provided for use by another business.,Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#thirdparty
Threat,"A threat is any circumstance or event with the potential to cause harm to an information system in the form of destruction, disclosure, adverse modification of data, and/or denial of service.",NIST SP 800-32 under Threat NSTISSI 4009,https://cloudsecurityalliance.org/cloud-security-glossary#threat
Threat & Vulnerability Management,"This discipline deals with core security, such as vulnerability management, threat management, compliance testing, and penetration testing. Vulnerability management is a complex endeavor in which enterprises track their assets, monitor, scan for known/emerging vulnerabilities, and take action by patching the software, changing configurations, or deploying other controls to reduce the attack surface at the resource layer. Threat modeling and security testing are also part of activities to identify the vulnerabilities effectively. This discipline aims to proactively inspect the infrastructure that runs the cloud to address new security threats using vulnerability scanning, virtual patching, and other aspects of security testing and response.",Enterprise Architecture Reference Guide v2 : CSA : Security and Risk Management (SRM) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#threat-vulnerability-management
Threat Management,"Threat Management focuses on threats, threat sources, and threat agents that can compromise confidentiality, integrity, and availability of data. Threat management can leverage a threat taxonomy to provide structure. Threat management also contributes to the overall risk assessment process.",Enterprise Architecture Reference Guide v2 : CSA : Security and Risk Management (SRM) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#threat-management
Threat Modeling,Methodology to identify and understand threats impacting a resource or set of resources.,"Note to entry: Common methodologies of threat modeling include STRIDE (Spoofing, Tampering, Repudiation, Information Disclosure, Denial of Service, Elevation of Privilege) and OCTAVE (Operationally Critical Threat, Asset, and Vulnerability Evaluation). | The Six Pillars of DevSecOps: Automation : CSA",https://cloudsecurityalliance.org/cloud-security-glossary#threat-modeling
Ticketing,The process of creating a record of incidents that can be tracked through their lifecycle. These incidents should be referenced by a unique identifier.,Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#ticketing
Time-Based One- Time Password (TOTP),"An algorithmically-generated code that is deterministic based on the current date and time and a secret “seed” value. The server knows the seed, and can easily verify that a given code is valid for the current time period. TOTP can significantly increase security because even if a code is intercepted, it is worthless after the time window has passed (usually less than a minute). This makes the logistics of an attack much more difficult. TOTP can be implemented on a simple and inexpensive hardware device or on a smartphone. The seed is installed and is made difficult or impossible to recover or duplicate.",https://www.okta.com/resources/identity-and-access-management- glossary/,https://cloudsecurityalliance.org/cloud-security-glossary#time-based-one-time-password-totp
Token,"The basic units of data processed by LLMs. In the context of text, a token can be a word, part of a word (subword), or even a character — depending on the tokenization process. Tokens are the representations of text in the form of a vector. Tokens are the linguistic units, while vectors are the mathematical representations of these units. Every token is mapped to a vector in the LLM’s processing pipeline.",https://thenewstack.io/the-building-blocks-of-llms-vectors-tokens-and-embeddings/,https://cloudsecurityalliance.org/cloud-security-glossary#token
Token Authentication,"A method of authenticating to an application using a signed cookie containing session state information. A more traditional authentication method is usually used to initially establish user identity, and then a token is generated for re-authentication when the user returns.",https://www.okta.com/resources/identity-and-access-management- glossary/,https://cloudsecurityalliance.org/cloud-security-glossary#token-authentication
Tokenization,"A process using a tokenizer to segment unstructured data and natural language text into distinct chunks of information, treating them as different elements. The tokens within a document can be used as vector, transforming an unstructured text document into a numerical data structure suitable for machine learning.",https://www.geeksforgeeks.org/nlp-how-tokenizing-text-sentence-words-works/,https://cloudsecurityalliance.org/cloud-security-glossary#tokenization
Tooling,"Tooling is a term that comes from manufacturing. In general, it refers to the building of various kinds of equipment, gear, software, checklists, procedures and rules required for production. With respect to DevSecOps, tooling is the introduction of security checks, scans, and management of data. Some steps imght use automation with triggers at the deployment pipeline.",https://cloudsecurityalliance.org/,https://cloudsecurityalliance.org/cloud-security-glossary#tooling
Traditional Maturity Stage,"With respect to zero trust maturity stages, the traditional maturity stage represents the starting point for organizations on their Zero-Trust journey. At this stage, security practices are typically perimeter-focused, with implicit trust in internal network traffic.",https://www.techrepublic.com/article/nist-cybersecurity-framework-the-smart-persons-guide/,https://cloudsecurityalliance.org/cloud-security-glossary#traditional-maturity-stage
Transform,"Transformation of data implies extracting data from a source, transforming it or converting it to one format or another, and loading it into a target system.",Microservices Architecture Pattern : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#transform
Transformation Services,Translation and normalization services for the security monitoring events in order to do data mining and event correlation.,Enterprise Architecture Reference Guide v2 : CSA : Technology Solution Services (TSS) Domain - Information Services,https://cloudsecurityalliance.org/cloud-security-glossary#transformation-services
Translate,An adapter microservice wraps and translates (usually function based) services into an entity-based REST interface. This allows an interface of an existing class to be used as another interface.,Microservices Architecture Pattern : CSA,https://cloudsecurityalliance.org/cloud-security-glossary#translate
Transmission Control Protocol (TCP),"A transport protocol that is used on top of IP to ensure reliable transmission of packets. TCP includes mechanisms to solve many of the problems that arise from packet-based messaging, such as lost packets, out of order packets, duplicate packets, and corrupted packets. Since TCP is the protocol used most commonly on top of IP, the Internet protocol stack is sometimes referred to as TCP/IP.","SDP communications between client, controller, and gateway use the TCP protocol. | https://www.khanacademy.org/computing/computers-and-internet/xcae6f4a7ff015e7d:the-internet/xcae6f4a7ff015e7d:transporting-packets/a/transmission-control-protocol--tcp | https://downloads.cloudsecurityalliance.org/assets/research/sdp/SDP-glossary.pdf",https://cloudsecurityalliance.org/cloud-security-glossary#transmission-control-protocol-tcp
Transmission Control Protocol/ Internet Protocol (TCP/IP),A set of protocols covering (approximately) the network and transport layers of the seven-layer OSI network model.,https://www.gartner.com/en/information-technology/glossary/tcpip-transmission-control-protocolinternet-protocol,https://cloudsecurityalliance.org/cloud-security-glossary#transmission-control-protocol-internet-protocol-tcp-ip
Transport Layer Security (TLS),"A cryptographic protocol, successor to SSL, that provides security for communications over a computer or IP network.","SDPs utilize a mutual TLS (mTLS) connection between pairs of components, in which both components validate the authenticity of the other component while establishing a secure connection. | https://csrc.nist.gov/glossary/term/transport_layer_security | https://downloads.cloudsecurityalliance.org/assets/research/sdp/SDP-glossary.pdf",https://cloudsecurityalliance.org/cloud-security-glossary#transport-layer-security-tls
Trend Analysis,"Analysis of requests for help regarding security in terms of consulting on projects, questions asked about policies, end-user training feedback, etc. to identify frequently asked questions and new areas of documentation required for the knowledge base.",Enterprise Architecture Reference Guide v2 : CSA : Information Technology Operation & Support (ITOS) Domain,https://cloudsecurityalliance.org/cloud-security-glossary#trend-analysis
Trust Assessment,Remote posture checking of an user’s device to verify if endpoint protection is operating and if any blacklisted processes are running. Additionally trust assessment can also verify if a device is patched and the hash values of software to detect tampering. Typically trust assessment is implemented over the SDP control channel before access to authorized applications is granted.,https://downloads.cloudsecurityalliance.org/assets/research/sdp/SDP-glossary.pdf,https://cloudsecurityalliance.org/cloud-security-glossary#trust-assessment
Trusted Execution Environments (TEEs),"Trusted Execution Environments (TEEs) are secure areas within a processor that ensure sensitive data is processed in an isolated and trusted environment. TEEs provide a higher level of security by protecting data from unauthorized access or tampering, even if the main operating system is compromised.",https://csrc.nist.gov/glossary/term/trusted_execution_environment,https://cloudsecurityalliance.org/cloud-security-glossary#trusted-execution-environments-tees
Trusted Platform Module (TPM),"A cryptographic microprocessor designed to secure hardware by integrating cryptographic keys and services. A TPM functions as a root of trust for storage, measurement, and reporting. TPMs are currently included in many computing devices.",https://circle.cloudsecurityalliance.org/HigherLogic/System/DownloadDocumentFile.ashx?DocumentFileKey=a8c459b5-b927-4193-89e3-bf7bd1cc28c2&_ga=2.68892241.1579405153.1655930705-2107700575.1655484199,https://cloudsecurityalliance.org/cloud-security-glossary#trusted-platform-module-tpm
Two-Factor Authentication (2FA),"It requires two different proofs of identity to provide authentication.This authentication is a subset of multifactor authentication, and significantly increases security, because each authentication factor requires a different style of attack to compromise.",https://csrc.nist.gov/glossary/term/2fa,https://cloudsecurityalliance.org/cloud-security-glossary#two-factor-authentication-2fa
